|CUI|LAT|TS|LUI|STT|SUI|ISPREF|AUI|SAUI|SCUI|SDUI|SAB|TTY|CODE|STR|SRL|SUPPRESS|CVF|WIKIDATA|MESH_WIKI|SNOMED_CT_WIKI|ICD10_WIKI|ICD10CM_WIKI|ICD10PCS_WIKI|NCBI_WIKI|WN31|WN30|WN_SENSE|SNOMEDCT2ICD10|ICD10ENG|ICD10CM_SPA|ICD10OCS_SPA
1094148|C0029408|ENG|S|L9596800|PF|S12055740|Y|A18916407|||M15-M19|ICD10CM|HT|M15-M19|Osteoarthritis (M15-M19)|4|N||Q62736|D010003|227588009|M47||||14211720-n|14188238-n|degenerative_joint_disease%1:26:00:: osteoarthritis%1:26:00:: degenerative_arthritis%1:26:00::|||ARTROSIS (M15-M19)|
1098298|C0029443|ENG|P|L0029443|PF|S0069570|N|A17827923|||M86|ICD10CM|HT|M86|Osteomyelitis|4|N|256|Q938983|D010019||M86||||14374895-n|14351490-n|osteomyelitis%1:26:00::|||Osteomielitis|
1098331|C0029443|ENG|S|L0314129|VCW|S0968845|N|A17853325|||M86.9|ICD10CM|PT|M86.9|Osteomyelitis, unspecified|4|N|256|Q938983|D010019||M86||||14374895-n|14351490-n|osteomyelitis%1:26:00::|||Osteomielitis, no especificada|
1099994|C0029454|ENG|P|L0029454|PF|S0069583|N|A17828879|||Q78.2|ICD10CM|PT|Q78.2|Osteopetrosis|4|N|256|Q1755568|D010022|||Q78.2|||14233601-n|14210119-n|osteopetrosis%1:26:00:: marble_bones_disease%1:26:00:: albers-schonberg_disease%1:26:00::|||Osteopetrosis|
1100045|C0029454|ENG|S|L0498478|PF|S11613259|Y|A17854277|||Q78.2|ICD10CM|ET|Q78.2|Albers-Schönberg syndrome|4|N|256|Q1755568|D010022|||Q78.2|||14233601-n|14210119-n|osteopetrosis%1:26:00:: marble_bones_disease%1:26:00:: albers-schonberg_disease%1:26:00::|||Osteopetrosis|
1100503|C0029456|ENG|P|L0029456|VO|S0702507|N|A17802073|||M81.0|ICD10CM|ET|M81.0|Osteoporosis NOS|4|N|256|Q165328|D010024|64859006||M81|||14233836-n|14210354-n|osteoporosis%1:26:00::|||Osteoporosis relacionada con la edad, sin fractura patológica actual|
1100504|C0029456|ENG|P|L0029456|VO|S0702507|N|A17802073|||M81.0|ICD10CM|ET|M81.0|Osteoporosis NOS|4|N|256|Q165328|D010024|64859006||M81.0|||14233836-n|14210354-n|osteoporosis%1:26:00::|||Osteoporosis relacionada con la edad, sin fractura patológica actual|
1102461|C0029464|ENG|P|L0029464|VO|S11657695|Y|A17854278|||Q78.2|ICD10CM|ET|Q78.2|Osteosclerosis NOS|4|N|256|Q1233526|D010026|||Q78.2|||14211949-n|14188467-n|osteosclerosis%1:26:00::|||Osteopetrosis|
1102853|C0029531|ENG|P|L0029531|PF|S0218115|N|A17851416|||H26|ICD10CM|HT|H26|Other cataract|4|N|256|Q127724|D002386|128306009||H26|||14278052-n|14254570-n|cataract%1:26:00::|||Otras cataratas|
1103134|C0029607|ENG|P|L0029607|PF|S0218330|N|A17839353|||J43.8|ICD10CM|PT|J43.8|Other emphysema|4|N|256|Q188605|D011656||J43|J43.8|||14170862-n|14147380-n|pulmonary_emphysema%1:26:00:: emphysema%1:26:00::|||Otros tipos de enfisema|
1103253|C0029644|ENG|P|L0029644|PF|S0218708|N|A17865662|||M46|ICD10CM|HT|M46|Other inflammatory spondylopathies|4|N|256|Q2165411|D013166|||M46|||14379306-n|14355901-n|spondylitis%1:26:00::|||Otras espondilopatías inflamatorias|
1103278|C0029657|ENG|P|L0029657|PF|S0218123|N|A17838903|||H53.45|ICD10CM|HT|H53.45|Other localized visual field defect|4|N|256|Q950591|D012607|||H53.42|||14579795-n|14556203-n|scotoma%1:26:00::|||Otro defecto localizado de campo visual|
1103279|C0029657|ENG|P|L0029657|PF|S0218123|N|A17838903|||H53.45|ICD10CM|HT|H53.45|Other localized visual field defect|4|N|256|Q950591|D012607|||H53.43|||14579795-n|14556203-n|scotoma%1:26:00::|||Otro defecto localizado de campo visual|
1103280|C0029657|ENG|P|L0029657|PF|S0218123|N|A17838903|||H53.45|ICD10CM|HT|H53.45|Other localized visual field defect|4|N|256|Q950591|D012607|||H53.45|||14579795-n|14556203-n|scotoma%1:26:00::|||Otro defecto localizado de campo visual|
1103379|C0029696|ENG|P|L0029696|VCW|S0218193|N|A17851692|||H80.8|ICD10CM|HT|H80.8|Other otosclerosis|4|N|256|Q756610|D010040|||H80.8|||14184385-n|14160903-n|otosclerosis%1:26:00::|||Otras otoesclerosis|
1103380|C0029696|ENG|P|L0029696|VCW|S0218193|N|A17851692|||H80.8|ICD10CM|HT|H80.8|Other otosclerosis|4|N|256|Q756610|D010040|||H80.80|||14184385-n|14160903-n|otosclerosis%1:26:00::|||Otras otoesclerosis|
1103385|C0029696|ENG|S|L9382521|PF|S11662988|Y|A17774993|||H80.80|ICD10CM|PT|H80.80|Other otosclerosis, unspecified ear|4|N||Q756610|D010040|||H80.8|||14184385-n|14160903-n|otosclerosis%1:26:00::|||Otras otoesclerosis, oído no especificado|
1103386|C0029696|ENG|S|L9382521|PF|S11662988|Y|A17774993|||H80.80|ICD10CM|PT|H80.80|Other otosclerosis, unspecified ear|4|N||Q756610|D010040|||H80.80|||14184385-n|14160903-n|otosclerosis%1:26:00::|||Otras otoesclerosis, oído no especificado|
1103960|C0029831|ENG|P|L0029831|PF|S0218162|N|A17787646|||H50.8|ICD10CM|HT|H50.8|Other specified strabismus|4|N|256|Q179951|D013285|||H50.8|||14581007-n|14557415-n|strabismus%1:26:00:: squint%1:26:00::|||Otros estrabismos especificados|
1103961|C0029831|ENG|P|L0029831|PF|S0218162|N|A17787646|||H50.8|ICD10CM|HT|H50.8|Other specified strabismus|4|N|256|Q179951|D013285|||H50.89|||14581007-n|14557415-n|strabismus%1:26:00:: squint%1:26:00::|||Otros estrabismos especificados|
1103962|C0029831|ENG|P|L0029831|PF|S0218162|N|A17851589|||H50.89|ICD10CM|PT|H50.89|Other specified strabismus|4|N|256|Q179951|D013285|||H50.8|||14581007-n|14557415-n|strabismus%1:26:00:: squint%1:26:00::|||Otros tipos de estrabismo especificados|
1103963|C0029831|ENG|P|L0029831|PF|S0218162|N|A17851589|||H50.89|ICD10CM|PT|H50.89|Other specified strabismus|4|N|256|Q179951|D013285|||H50.89|||14581007-n|14557415-n|strabismus%1:26:00:: squint%1:26:00::|||Otros tipos de estrabismo especificados|
1104249|C0029878|ENG|P|L0029878|VC|S0392496|N|A17864294|||H60|ICD10CM|HT|H60|Otitis externa|4|N|256|Q680873|D010032||H60|H60|||14375164-n|14351759-n|otitis_externa%1:26:00::|||Otitis externa|
1104269|C0029878|ENG|S|L0831865|VCW|S11693784|Y|A17800433|||H60.9|ICD10CM|HT|H60.9|Unspecified otitis externa|4|N|256|Q680873|D010032||H60|H60|||14375164-n|14351759-n|otitis_externa%1:26:00::|||Otitis externa no especificada|
1104297|C0029878|ENG|S|L9416586|PF|S11693783|Y|A17864301|||H60.90|ICD10CM|PT|H60.90|Unspecified otitis externa, unspecified ear|4|N|256|Q680873|D010032||H60|H60|||14375164-n|14351759-n|otitis_externa%1:26:00::|||Otitis externa no especificada, oído no especificado|
1106367|C0029899|ENG|P|L0029899|PF|S0069659|N|A17864366|||H80|ICD10CM|HT|H80|Otosclerosis|4|N|256|Q756610|D010040|||H80.8|||14184385-n|14160903-n|otosclerosis%1:26:00::|||Otoesclerosis|
1106368|C0029899|ENG|P|L0029899|PF|S0069659|N|A17864366|||H80|ICD10CM|HT|H80|Otosclerosis|4|N|256|Q756610|D010040|||H80.80|||14184385-n|14160903-n|otosclerosis%1:26:00::|||Otoesclerosis|
1106417|C0029899|ENG|S|L0029901|PF|S0069661|N|A17839003|||H80|ICD10CM|ET|H80|Otospongiosis|4|N|256|Q756610|D010040|||H80.8|||14184385-n|14160903-n|otosclerosis%1:26:00::|||Otoesclerosis|
1106418|C0029899|ENG|S|L0029901|PF|S0069661|N|A17839003|||H80|ICD10CM|ET|H80|Otospongiosis|4|N|256|Q756610|D010040|||H80.80|||14184385-n|14160903-n|otosclerosis%1:26:00::|||Otoesclerosis|
1106441|C0029899|ENG|S|L0600699|VCW|S11693789|Y|A17787765|||H80.9|ICD10CM|HT|H80.9|Unspecified otosclerosis|4|N|256|Q756610|D010040|||H80.8|||14184385-n|14160903-n|otosclerosis%1:26:00::|||Otoesclerosis no especificada|
1106442|C0029899|ENG|S|L0600699|VCW|S11693789|Y|A17787765|||H80.9|ICD10CM|HT|H80.9|Unspecified otosclerosis|4|N|256|Q756610|D010040|||H80.80|||14184385-n|14160903-n|otosclerosis%1:26:00::|||Otoesclerosis no especificada|
1106451|C0029899|ENG|S|L9365612|PF|S11693788|Y|A17851694|||H80.90|ICD10CM|PT|H80.90|Unspecified otosclerosis, unspecified ear|4|N|256|Q756610|D010040|||H80.8|||14184385-n|14160903-n|otosclerosis%1:26:00::|||Otoesclerosis no especificada, oído no especificado|
1106452|C0029899|ENG|S|L9365612|PF|S11693788|Y|A17851694|||H80.90|ICD10CM|PT|H80.90|Unspecified otosclerosis, unspecified ear|4|N|256|Q756610|D010040|||H80.80|||14184385-n|14160903-n|otosclerosis%1:26:00::|||Otoesclerosis no especificada, oído no especificado|
1110111|C0030044|ENG|P|L0001196|PF|S0010369|N|A17828863|||Q75.0|ICD10CM|ET|Q75.0|Acrocephaly|4|N|256|Q3813599|||Q75.0|Q75.0|||14187672-n|14164190-n|acrocephaly%1:26:00:: oxycephaly%1:26:00::|||Craneosinostosis|
1112478|C0030167|ENG|P|L0030167|VO|S11696999|Y|A17851069|||G03|ICD10CM|ET|G03|pachymeningitis NOS|4|N|256|Q48143|D008581|||G03|||14161311-n|14137829-n|meningitis%1:26:00::|||Meningitis debida a otras causas y a las no especificadas|
1112479|C0030167|ENG|P|L0030167|VO|S11696999|Y|A17851069|||G03|ICD10CM|ET|G03|pachymeningitis NOS|4|N|256|Q48143|D008581|||G03.9|||14161311-n|14137829-n|meningitis%1:26:00::|||Meningitis debida a otras causas y a las no especificadas|
1113407|C0030193|ENG|P|L0030193|VO|S1645657|N|A17841713|||R52|ICD10CM|ET|R52|Pain NOS|4|N|256|Q81938|D010146||R52.9||||05732639-n|05724694-n|pain_sensation%1:09:00:: pain%1:09:00:: painful_sensation%1:09:00::|||Dolor, no especificado|
1113408|C0030193|ENG|P|L0030193|VO|S1645657|N|A17841713|||R52|ICD10CM|ET|R52|Pain NOS|4|N|256|Q81938|D010146||R52.9||||14346126-n|14322699-n|pain%1:26:00:: hurting%1:26:00::|||Dolor, no especificado|
1113415|C0030193|ENG|S|L0222623|VCW|S0982883|N|A17803338|||R52|ICD10CM|PT|R52|Pain, unspecified|4|N|256|Q81938|D010146||R52.9||||05732639-n|05724694-n|pain_sensation%1:09:00:: pain%1:09:00:: painful_sensation%1:09:00::|||Dolor, no especificado|
1113416|C0030193|ENG|S|L0222623|VCW|S0982883|N|A17803338|||R52|ICD10CM|PT|R52|Pain, unspecified|4|N|256|Q81938|D010146||R52.9||||14346126-n|14322699-n|pain%1:26:00:: hurting%1:26:00::|||Dolor, no especificado|
1114820|C0030232|ENG|P|L1223125|PF|S0070475|N|A17828951|||R23.1|ICD10CM|PT|R23.1|Pallor|4|N|256|Q2336398|D010167||R23.1||||04984828-n|04977561-n|pallidness%1:07:00:: paleness%1:07:02:: wanness%1:07:00:: luridness%1:07:02:: pallor%1:07:00:: lividity%1:07:00:: achromasia%1:07:00:: lividness%1:07:00::|||Palidez|
1118908|C0030305|ENG|P|L0030305|VO|S1645731|N|A17814004|||K85.9|ICD10CM|ET|K85.9|Pancreatitis NOS|4|N|256|Q1527888|D010195|||K85.9|||14375739-n|14352334-n|pancreatitis%1:26:00::|||Pancreatitis aguda, no especificada|
1119298|C0030318|ENG|S|L0314510|PF|S0394894|N|A17787109|||F41.0|ICD10CM|ET|F41.0|Panic state|4|N|256|Q208450|D010200||||||07535851-n|07520612-n|terror%1:12:00:: panic%1:12:00:: affright%1:12:00::|||Trastorno de pánico [ansiedad episódica paroxística]|
1119424|C0030319|ENG|S|L0711339|PF|S0983273|N|A28399793|||F41.0|ICD10CM|PT|F41.0|Panic disorder [episodic paroxysmal anxiety]|4|N||Q741713|D016584||F41.0|F41.0|||14404654-n|14381249-n|panic_disorder%1:26:00::|||Trastorno de pánico [ansiedad episódica paroxística]|
1121112|C0030353|ENG|P|L0030353|PF|S0070696|N|A17838857|||H47.1|ICD10CM|HT|H47.1|Papilledema|4|N|256|Q953049|D010211|423488006|H47.1|H46.0|||14339591-n|14316164-n|papilledema%1:26:00::|||Papiledema|
1121113|C0030353|ENG|P|L0030353|PF|S0070696|N|A17838857|||H47.1|ICD10CM|HT|H47.1|Papilledema|4|N|256|Q953049|D010211|423488006|H47.1|H47.1|||14339591-n|14316164-n|papilledema%1:26:00::|||Papiledema|
1121114|C0030353|ENG|P|L0030353|PF|S0070696|N|A17838857|||H47.1|ICD10CM|HT|H47.1|Papilledema|4|N|256|Q953049|D010211|423488006|H47.1|H47.10|||14339591-n|14316164-n|papilledema%1:26:00::|||Papiledema|
1121464|C0030353|ENG|S|L0189213|VCW|S0392173|N|A17774799|||H46.0|ICD10CM|HT|H46.0|Optic papillitis|4|N|256|Q953049|D010211|423488006|H47.1|H46.0|||14339591-n|14316164-n|papilledema%1:26:00::|||Papilitis óptica|
1121465|C0030353|ENG|S|L0189213|VCW|S0392173|N|A17774799|||H46.0|ICD10CM|HT|H46.0|Optic papillitis|4|N|256|Q953049|D010211|423488006|H47.1|H47.1|||14339591-n|14316164-n|papilledema%1:26:00::|||Papilitis óptica|
1121466|C0030353|ENG|S|L0189213|VCW|S0392173|N|A17774799|||H46.0|ICD10CM|HT|H46.0|Optic papillitis|4|N|256|Q953049|D010211|423488006|H47.1|H47.10|||14339591-n|14316164-n|papilledema%1:26:00::|||Papilitis óptica|
1121632|C0030353|ENG|S|L0601259|VCW|S0752839|Y|A17826124|||H47.10|ICD10CM|PT|H47.10|Unspecified papilledema|4|N|256|Q953049|D010211|423488006|H47.1|H46.0|||14339591-n|14316164-n|papilledema%1:26:00::|||Papiledema no especificado|
1121633|C0030353|ENG|S|L0601259|VCW|S0752839|Y|A17826124|||H47.10|ICD10CM|PT|H47.10|Unspecified papilledema|4|N|256|Q953049|D010211|423488006|H47.1|H47.1|||14339591-n|14316164-n|papilledema%1:26:00::|||Papiledema no especificado|
1121634|C0030353|ENG|S|L0601259|VCW|S0752839|Y|A17826124|||H47.10|ICD10CM|PT|H47.10|Unspecified papilledema|4|N|256|Q953049|D010211|423488006|H47.1|H47.10|||14339591-n|14316164-n|papilledema%1:26:00::|||Papiledema no especificado|
1132061|C0030486|ENG|P|L0030486|PF|S0070933|N|A17863864|||G82.2|ICD10CM|HT|G82.2|Paraplegia|4|N|256|Q1049655|D010264|||G82.2|||14583087-n|14559495-n|paraplegia%1:26:00::|||Paraplejia|
1132062|C0030486|ENG|P|L0030486|PF|S0070933|N|A17863864|||G82.2|ICD10CM|HT|G82.2|Paraplegia|4|N|256|Q1049655|D010264|||G82.20|||14583087-n|14559495-n|paraplegia%1:26:00::|||Paraplejia|
1132125|C0030486|ENG|S|L0377244|VO|S11666459|Y|A17812905|||G82.2|ICD10CM|ET|G82.2|Paralysis of both lower limbs NOS|4|N|256|Q1049655|D010264|||G82.2|||14583087-n|14559495-n|paraplegia%1:26:00::|||Paraplejia|
1132126|C0030486|ENG|S|L0377244|VO|S11666459|Y|A17812905|||G82.2|ICD10CM|ET|G82.2|Paralysis of both lower limbs NOS|4|N|256|Q1049655|D010264|||G82.20|||14583087-n|14559495-n|paraplegia%1:26:00::|||Paraplejia|
1132135|C0030486|ENG|S|L0399890|VO|S11666508|Y|A17863863|||G82.2|ICD10CM|ET|G82.2|Paraplegia (lower) NOS|4|N||Q1049655|D010264|||G82.2|||14583087-n|14559495-n|paraplegia%1:26:00::|||Paraplejia|
1132136|C0030486|ENG|S|L0399890|VO|S11666508|Y|A17863863|||G82.2|ICD10CM|ET|G82.2|Paraplegia (lower) NOS|4|N||Q1049655|D010264|||G82.20|||14583087-n|14559495-n|paraplegia%1:26:00::|||Paraplejia|
1132141|C0030486|ENG|S|L0878568|PF|S0983605|N|A17774461|||G82.20|ICD10CM|PT|G82.20|Paraplegia, unspecified|4|N|256|Q1049655|D010264|||G82.2|||14583087-n|14559495-n|paraplegia%1:26:00::|||Paraplejia, no especificada|
1132142|C0030486|ENG|S|L0878568|PF|S0983605|N|A17774461|||G82.20|ICD10CM|PT|G82.20|Paraplegia, unspecified|4|N|256|Q1049655|D010264|||G82.20|||14583087-n|14559495-n|paraplegia%1:26:00::|||Paraplejia, no especificada|
1135695|C0030528|ENG|S|L0573526|PF|S0710836|N|A17811766|||A01.4|ICD10CM|PT|A01.4|Paratyphoid fever, unspecified|4|N|256|Q705906|D010284|||A01.2|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea, no especificada|
1135696|C0030528|ENG|S|L0573526|PF|S0710836|N|A17811766|||A01.4|ICD10CM|PT|A01.4|Paratyphoid fever, unspecified|4|N|256|Q705906|D010284|||A01.1|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea, no especificada|
1135697|C0030528|ENG|S|L0573526|PF|S0710836|N|A17811766|||A01.4|ICD10CM|PT|A01.4|Paratyphoid fever, unspecified|4|N|256|Q705906|D010284|||A01.3|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea, no especificada|
1135698|C0030528|ENG|S|L0573526|PF|S0710836|N|A17811766|||A01.4|ICD10CM|PT|A01.4|Paratyphoid fever, unspecified|4|N|256|Q705906|D010284|||A01.4|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea, no especificada|
1139154|C0030578|ENG|S|L0030578|PF|S0071084|N|A17788358|||L03.0|ICD10CM|ET|L03.0|Paronychia|4|N|256|Q3896379|D010304|||L03.0|||14202276-n|14178794-n|paronychia%1:26:00::|||Celulitis y linfangitis aguda de dedos de la mano y del pie|
1139172|C0030578|ENG|S|L0402882|PF|S0503732|N|A17775633|||L03.0|ICD10CM|ET|L03.0|Perionychia|4|N|256|Q3896379|D010304|||L03.0|||14202276-n|14178794-n|paronychia%1:26:00::|||Celulitis y linfangitis aguda de dedos de la mano y del pie|
1139508|C0030583|ENG|P|L0030583|PF|S0071093|N|A17826688|||K11.2|ICD10CM|ET|K11.2|Parotitis|4|N|256|Q1975850|D010309|14756005||K11.2|||14375975-n|14352570-n|parotitis%1:26:00::|||Sialoadenitis|
1143753|C0030756|ENG|S|L0601784|PF|S0711568|N|A17812021|||B85.2|ICD10CM|PT|B85.2|Pediculosis, unspecified|4|N|256|Q1343674|D010373|||B85.2|||14477916-n|14454450-n|pediculosis%1:26:00:: lousiness%1:26:00::|||Pediculosis, no especificada|
1147183|C0030807|ENG|P|L0030807|PF|S0071586|N|A17775651|||L10|ICD10CM|HT|L10|Pemphigus|4|N|256|Q1483214|D010392||L10|L10|||14254282-n|14230800-n|pemphigus%1:26:00::|||Pénfigo|
1147184|C0030807|ENG|P|L0030807|PF|S0071586|N|A17775651|||L10|ICD10CM|HT|L10|Pemphigus|4|N|256|Q1483214|D010392||L10|L10.9|||14254282-n|14230800-n|pemphigus%1:26:00::|||Pénfigo|
1147219|C0030807|ENG|S|L0879162|PF|S0986203|N|A17865066|||L10.9|ICD10CM|PT|L10.9|Pemphigus, unspecified|4|N|256|Q1483214|D010392||L10|L10|||14254282-n|14230800-n|pemphigus%1:26:00::|||Pénfigo, no especificado|
1147220|C0030807|ENG|S|L0879162|PF|S0986203|N|A17865066|||L10.9|ICD10CM|PT|L10.9|Pemphigus, unspecified|4|N|256|Q1483214|D010392||L10|L10.9|||14254282-n|14230800-n|pemphigus%1:26:00::|||Pénfigo, no especificado|
1150850|C0030920|ENG|P|L0030920|VO|S1910847|Y|A17839450|||K27|ICD10CM|ET|K27|peptic ulcer NOS|4|N|256|Q172941|D010437|||K27|||14235091-n|14211609-n|ulcer%1:26:00:: ulceration%1:26:00::|||Úlcera péptica, no especificado sitio|
1150851|C0030920|ENG|P|L0030920|VO|S1910847|Y|A17839450|||K27|ICD10CM|ET|K27|peptic ulcer NOS|4|N|256|Q172941|D010437|||K27|||13591986-n|13570783-n|ulceration%1:22:00::|||Úlcera péptica, no especificado sitio|
1150880|C0030920|ENG|S|L0017159|VO|S11696750|Y|A17813872|||K27|ICD10CM|ET|K27|gastroduodenal ulcer NOS|4|N|256|Q172941|D010437|||K27|||14235091-n|14211609-n|ulcer%1:26:00:: ulceration%1:26:00::|||Úlcera péptica, no especificado sitio|
1150881|C0030920|ENG|S|L0017159|VO|S11696750|Y|A17813872|||K27|ICD10CM|ET|K27|gastroduodenal ulcer NOS|4|N|256|Q172941|D010437|||K27|||13591986-n|13570783-n|ulceration%1:22:00::|||Úlcera péptica, no especificado sitio|
1150924|C0030920|ENG|S|L0601933|PF|S0711983|N|A17813873|||K27|ICD10CM|HT|K27|Peptic ulcer, site unspecified|4|N|256|Q172941|D010437|||K27|||14235091-n|14211609-n|ulcer%1:26:00:: ulceration%1:26:00::|||Úlcera péptica, no especificado sitio|
1150925|C0030920|ENG|S|L0601933|PF|S0711983|N|A17813873|||K27|ICD10CM|HT|K27|Peptic ulcer, site unspecified|4|N|256|Q172941|D010437|||K27|||13591986-n|13570783-n|ulceration%1:22:00::|||Úlcera péptica, no especificado sitio|
1160669|C0031154|ENG|P|L0031154|PF|S0072244|N|A17826784|||K65|ICD10CM|HT|K65|Peritonitis|4|N|256|Q223102|D010538||K65||||14376092-n|14352687-n|peritoneal_inflammation%1:26:00:: peritonitis%1:26:00::|||Peritonitis|
1160696|C0031154|ENG|S|L0315005|PF|S0988418|N|A17864968|||K65.9|ICD10CM|PT|K65.9|Peritonitis, unspecified|4|N|256|Q223102|D010538||K65||||14376092-n|14352687-n|peritoneal_inflammation%1:26:00:: peritonitis%1:26:00::|||Peritonitis, no especificada|
1160839|C0031157|ENG|P|L0031157|VC|S0395721|N|A17852036|||J36|ICD10CM|PT|J36|Peritonsillar abscess|4|N|256|Q1586014|D000039||J36|J36|||14197305-n|14173823-n|quinsy%1:26:00:: peritonsillar_abscess%1:26:00::|||Absceso periamigdalino|
1160863|C0031157|ENG|S|L0316800|VC|S1910903|Y|A17852035|||J36|ICD10CM|ET|J36|quinsy|4|N|256|Q1586014|D000039||J36|J36|||14197305-n|14173823-n|quinsy%1:26:00:: peritonsillar_abscess%1:26:00::|||Absceso periamigdalino|
1163401|C0031256|ENG|P|L0031256|PF|S0072516|N|A17790485|||R23.3|ICD10CM|ET|R23.3|Petechiae|4|N|256|Q1412657|||R23.3||||14312695-n|14289193-n|petechia%1:26:00::|||Equimosis espontánea|
1170685|C0031538|ENG|P|L0031538|PF|S0073038|N|A17853556|||N47.1|ICD10CM|PT|N47.1|Phimosis|4|N|256|Q382641|D010688|253854008||N47.1|||14533185-n|14509583-n|phimosis%1:26:00::|||Fimosis|
1171649|C0031572|ENG|P|L0031572|VO|S1030286|N|A17838294|||F40.1|ICD10CM|HT|F40.1|Social phobias|4|N|256|Q281928|D000072861|25501002||F40.1|||14408808-n|14385403-n|social_phobia%1:26:00::|||Fobias sociales|
1171650|C0031572|ENG|P|L0031572|VO|S1030286|N|A17838294|||F40.1|ICD10CM|HT|F40.1|Social phobias|4|N|256|Q281928|D000072861|25501002||F40.10|||14408808-n|14385403-n|social_phobia%1:26:00::|||Fobias sociales|
1171651|C0031572|ENG|P|L0031572|VO|S1030286|N|A17838294|||F40.1|ICD10CM|HT|F40.1|Social phobias|4|N|256|Q281928|D000072861|25501002||F93.2|||14408808-n|14385403-n|social_phobia%1:26:00::|||Fobias sociales|
1171712|C0031572|ENG|S|L0711340|VC|S1030248|N|A28399209|||F40.1|ICD10CM|ET|F40.1|Social anxiety disorder|4|N|256|Q281928|D000072861|25501002||F40.1|||14408808-n|14385403-n|social_phobia%1:26:00::|||Fobias sociales|
1171713|C0031572|ENG|S|L0711340|VC|S1030248|N|A28399209|||F40.1|ICD10CM|ET|F40.1|Social anxiety disorder|4|N|256|Q281928|D000072861|25501002||F40.10|||14408808-n|14385403-n|social_phobia%1:26:00::|||Fobias sociales|
1171714|C0031572|ENG|S|L0711340|VC|S1030248|N|A28399209|||F40.1|ICD10CM|ET|F40.1|Social anxiety disorder|4|N|256|Q281928|D000072861|25501002||F93.2|||14408808-n|14385403-n|social_phobia%1:26:00::|||Fobias sociales|
1171778|C0031572|ENG|S|L3545105|VC|S11678937|Y|A17863669|||F40.1|ICD10CM|ET|F40.1|Social neurosis|4|N|256|Q281928|D000072861|25501002||F40.1|||14408808-n|14385403-n|social_phobia%1:26:00::|||Fobias sociales|
1171779|C0031572|ENG|S|L3545105|VC|S11678937|Y|A17863669|||F40.1|ICD10CM|ET|F40.1|Social neurosis|4|N|256|Q281928|D000072861|25501002||F40.10|||14408808-n|14385403-n|social_phobia%1:26:00::|||Fobias sociales|
1171780|C0031572|ENG|S|L3545105|VC|S11678937|Y|A17863669|||F40.1|ICD10CM|ET|F40.1|Social neurosis|4|N|256|Q281928|D000072861|25501002||F93.2|||14408808-n|14385403-n|social_phobia%1:26:00::|||Fobias sociales|
1171787|C0031572|ENG|S|L9394306|PF|S11678939|Y|A17851019|||F40.10|ICD10CM|PT|F40.10|Social phobia, unspecified|4|N|256|Q281928|D000072861|25501002||F40.1|||14408808-n|14385403-n|social_phobia%1:26:00::|||Fobia social, no especificada|
1171788|C0031572|ENG|S|L9394306|PF|S11678939|Y|A17851019|||F40.10|ICD10CM|PT|F40.10|Social phobia, unspecified|4|N|256|Q281928|D000072861|25501002||F40.10|||14408808-n|14385403-n|social_phobia%1:26:00::|||Fobia social, no especificada|
1171789|C0031572|ENG|S|L9394306|PF|S11678939|Y|A17851019|||F40.10|ICD10CM|PT|F40.10|Social phobia, unspecified|4|N|256|Q281928|D000072861|25501002||F93.2|||14408808-n|14385403-n|social_phobia%1:26:00::|||Fobia social, no especificada|
1187134|C0032064|ENG|P|L0032064|PF|S0074044|N|A17824732|||A20|ICD10CM|HT|A20|Plague|4|N|256|Q133780|D010930||A20|A20|||14099961-n|14076479-n|plague%1:26:01:: pest%1:26:00:: pestilence%1:26:00::|||Peste|
1187135|C0032064|ENG|P|L0032064|PF|S0074044|N|A17824732|||A20|ICD10CM|HT|A20|Plague|4|N|256|Q133780|D010930||A20|A20|||14162173-n|14138691-n|pest%1:26:01:: pestis%1:26:01:: pestilence%1:26:01:: plague%1:26:00::|||Peste|
