item	itemLabel	wordnet_id	MESH	CUI	ICD-10	SNOMED-CT	wordnet30_id	sense
http://www.wikidata.org/entity/Q8	happiness	07542591-n	D006240				07527352-n	joy%1:12:00:: joyfulness%1:12:00:: joyousness%1:12:00::
http://www.wikidata.org/entity/Q23	George Washington	11395413-n					11375418-n	george_washington%1:18:00:: president_washington%1:18:00:: washington%1:18:00::
http://www.wikidata.org/entity/Q31	Belgium	08868745-n	D001530				08849753-n	belgique%1:15:00:: kingdom_of_belgium%1:15:00:: belgium%1:15:00::
http://www.wikidata.org/entity/Q45	Portugal	09007158-n	D011174				08984788-n	portuguese_republic%1:15:00:: portugal%1:15:00::
http://www.wikidata.org/entity/Q51	Antarctica	09220984-n					09198106-n	antarctica%1:17:00:: antarctic_continent%1:17:00::
http://www.wikidata.org/entity/Q58	penis	05534035-n					05526384-n	penis%1:08:00:: member%1:08:01:: phallus%1:08:00::
http://www.wikidata.org/entity/Q144	dog	02086723-n	D004285				02084071-n	canis_familiaris%1:05:00:: domestic_dog%1:05:00:: dog%1:05:00::
http://www.wikidata.org/entity/Q147	kitten	02124950-n					02122298-n	puss%1:05:00:: kitty%1:05:01:: kitty-cat%1:05:00:: pussycat%1:05:00:: pussy%1:05:00::
http://www.wikidata.org/entity/Q148	People's Republic of China	08740839-n					08723006-n	red_china%1:15:00:: people's_republic_of_china%1:15:00:: china%1:15:00:: communist_china%1:15:00:: prc%1:15:00:: mainland_china%1:15:00:: cathay%1:15:00::
http://www.wikidata.org/entity/Q155	Brazil	08872733-n	D001938				08853741-n	brazil%1:15:00:: federative_republic_of_brazil%1:15:00:: brasil%1:15:00::
http://www.wikidata.org/entity/Q163	Yorkshire	08905438-n					08885211-n	yorkshire%1:15:00::
http://www.wikidata.org/entity/Q177	pizza	07889783-n					07873807-n	pizza_pie%1:13:00:: pizza%1:13:00::
http://www.wikidata.org/entity/Q178	pasta	07879350-n					07863374-n	pasta%1:13:01::
http://www.wikidata.org/entity/Q183	Germany	08784821-n	D005858				08766988-n	federal_republic_of_germany%1:15:00:: germany%1:15:00:: deutschland%1:15:00:: frg%1:15:00::
http://www.wikidata.org/entity/Q207	George W. Bush	10895517-n					10875910-n	bush%1:18:02:: president_bush%1:18:02:: dubyuh%1:18:00:: george_w._bush%1:18:00:: george_walker_bush%1:18:00:: george_bush%1:18:01:: dubya%1:18:00:: president_george_w._bush%1:18:00::
http://www.wikidata.org/entity/Q233	Malta	08988759-n	D008319				08966408-n	republic_of_malta%1:15:00:: malta%1:15:00::
http://www.wikidata.org/entity/Q288	Tours	08958124-n					08938351-n	tours%1:15:00::
http://www.wikidata.org/entity/Q298	Chile	08738314-n	D002677				08720481-n	republic_of_chile%1:15:00:: chile%1:15:00::
http://www.wikidata.org/entity/Q362	World War II	01314587-n	D047789				01312096-n	world_war_2%1:04:00:: second_world_war%1:04:00:: world_war_ii%1:04:00::
http://www.wikidata.org/entity/Q398	Bahrain	08867086-n	D001445				08848094-n	bahrein%1:15:00:: bahrain%1:15:00:: state_of_bahrain%1:15:00::
http://www.wikidata.org/entity/Q497	anus	05545649-n					05538016-n	anus%1:08:00::
http://www.wikidata.org/entity/Q501	Charles Baudelaire	10858080-n					10838484-n	charles_pierre_baudelaire%1:18:00:: charles_baudelaire%1:18:00:: baudelaire%1:18:00::
http://www.wikidata.org/entity/Q514	anatomy	00647430-n	D000715				00646187-n	anatomy%1:04:00::
http://www.wikidata.org/entity/Q524	Mount Vesuvius	09200780-n					09177883-n	mt._vesuvius%1:15:00:: vesuvius%1:15:00:: mount_vesuvius%1:15:00::
http://www.wikidata.org/entity/Q585	Oslo	08782902-n					08765069-n	christiania%1:15:00:: oslo%1:15:00:: capital_of_norway%1:15:00::
http://www.wikidata.org/entity/Q586	Bonn	08789970-n					08772137-n	bonn%1:15:00::
http://www.wikidata.org/entity/Q597	Lisbon	09008436-n					08986066-n	capital_of_portugal%1:15:00:: lisboa%1:15:00:: lisbon%1:15:00::
http://www.wikidata.org/entity/Q619	Nicolaus Copernicus	10929476-n					10909724-n	mikolaj_kopernik%1:18:00:: nicolaus_copernicus%1:18:00:: copernicus%1:18:00::
http://www.wikidata.org/entity/Q643	Po	09419025-n					09396150-n	po_river%1:17:00:: po%1:17:00::
http://www.wikidata.org/entity/Q648	Lille	08956249-n					08936476-n	lille%1:15:00::
http://www.wikidata.org/entity/Q676	prose	07086474-n					07072434-n	prose%1:10:01::
http://www.wikidata.org/entity/Q686	Vanuatu	09183568-n	D009514				09160775-n	republic_of_vanuatu%1:15:00:: new_hebrides%1:15:00:: vanuatu%1:15:00::
http://www.wikidata.org/entity/Q716	titanium	14683390-n	D014025				14659211-n	atomic_number_22%1:27:00:: titanium%1:27:00:: ti%1:27:00::
http://www.wikidata.org/entity/Q722	vanadium	14685199-n	D014639	C0042306			14661020-n	v%1:27:00:: atomic_number_23%1:27:00:: vanadium%1:27:00::
http://www.wikidata.org/entity/Q747	Pierre Corneille	10930856-n					10911104-n	pierre_corneille%1:18:00:: corneille%1:18:00::
http://www.wikidata.org/entity/Q764	fungus	13013628-n	D005658				12992868-n	fungus%1:20:00::
http://www.wikidata.org/entity/Q771	Massachusetts	09117607-n	D008404				nomapping 09095023-n	ma%1:15:00:: massachusetts%1:15:00:: bay_state%1:15:00:: nosense old_colony%1:15:00::
http://www.wikidata.org/entity/Q801	Israel	08810400-n	D007557				08792548-n	zion%1:15:00:: sion%1:15:00:: yisrael%1:15:00:: state_of_israel%1:15:00:: israel%1:15:00::
http://www.wikidata.org/entity/Q807	Lausanne	09055456-n					09032981-n	lausanne%1:15:00::
http://www.wikidata.org/entity/Q819	Laos	08976533-n	D007812				08956760-n	lao_people's_democratic_republic%1:15:00:: laos%1:15:00::
http://www.wikidata.org/entity/Q853	Andrei Tarkovsky	11351664-n					11331669-n	andrei_tarkovsky%1:18:00:: tarkovsky%1:18:00:: andrei_arsenevich_tarkovsky%1:18:00::
http://www.wikidata.org/entity/Q859	Plato	11259261-n					11239271-n	plato%1:18:00::
http://www.wikidata.org/entity/Q863	Tajikistan	09043331-n	D013620				09020961-n	tadzhik%1:15:00:: republic_of_tajikistan%1:15:00:: tadjik%1:15:00:: tajikistan%1:15:00:: tadzhikistan%1:15:00:: tajik%1:15:00::
http://www.wikidata.org/entity/Q869	Thailand	09058927-n	D013785				09036452-n	kingdom_of_thailand%1:15:00:: siam%1:15:00:: thailand%1:15:00::
http://www.wikidata.org/entity/Q873	Meryl Streep	11342063-n					11322068-n	streep%1:18:00:: meryl_streep%1:18:00::
http://www.wikidata.org/entity/Q878	United Arab Emirates	09066665-n	D014479				09044190-n	united_arab_emirates%1:15:00::
http://www.wikidata.org/entity/Q883	Novosibirsk	09032670-n					09010300-n	novosibirsk%1:15:00::
http://www.wikidata.org/entity/Q898	Omsk	09032935-n					09010565-n	omsk%1:15:00::
http://www.wikidata.org/entity/Q899	Suez Canal	08920604-n					08900377-n	suez_canal%1:15:00::
http://www.wikidata.org/entity/Q901	scientist	10580065-n					10560637-n	scientist%1:18:00::
http://www.wikidata.org/entity/Q912	Mali	08987949-n	D008302				08965598-n	mali%1:15:00:: french_sudan%1:15:00:: republic_of_mali%1:15:00::
http://www.wikidata.org/entity/Q916	Angola	08725731-n	D000810				08707917-n	angola%1:15:00:: republic_of_angola%1:15:00::
http://www.wikidata.org/entity/Q973	Ob	09398803-n					09375891-n	ob%1:17:00:: ob_river%1:17:00::
http://www.wikidata.org/entity/Q997	Andrei Sakharov	11298488-n					11278498-n	andrei_dimitrievich_sakharov%1:18:00:: sakharov%1:18:00:: andrei_sakharov%1:18:00::
http://www.wikidata.org/entity/Q1044	Sierra Leone	09019241-n	D012807				08996871-n	sierra_leone%1:15:00:: republic_of_sierra_leone%1:15:00::
http://www.wikidata.org/entity/Q1049	Sudan	09051827-n	D013397				09029457-n	soudan%1:15:00:: republic_of_the_sudan%1:15:00:: sudan%1:15:00::
http://www.wikidata.org/entity/Q1057	metabolism	13535517-n	D008660				13514314-n	metabolism%1:22:00:: metabolic_process%1:22:00::
http://www.wikidata.org/entity/Q1149	Indira Gandhi	11009606-n					10989610-n	indira_nehru_gandhi%1:18:00:: indira_gandhi%1:18:00:: mrs._gandhi%1:18:00:: gandhi%1:18:01::
http://www.wikidata.org/entity/Q1151	Hector Berlioz	10867249-n					10847653-n	hector_berlioz%1:18:00:: berlioz%1:18:00:: louis-hector_berlioz%1:18:00::
http://www.wikidata.org/entity/Q1183	Puerto Rico	08770807-n	D011647				08752974-n	puerto_rico%1:15:00:: commonwealth_of_puerto_rico%1:15:00:: porto_rico%1:15:00:: pr%1:15:00::
http://www.wikidata.org/entity/Q1204	Illinois	09105071-n	D007087				09082540-n nomapping	prairie_state%1:15:00:: il%1:15:00:: land_of_lincoln%1:15:00:: illinois%1:15:00:: nosense
http://www.wikidata.org/entity/Q1269	jam	07658542-n					07642933-n	jam%1:13:00::
http://www.wikidata.org/entity/Q1297	Chicago	09105928-n	D002641				09083390-n	chicago%1:15:00:: windy_city%1:15:00::
http://www.wikidata.org/entity/Q1317	Osama bin Laden	10871048-n					10851452-n	bin_laden%1:18:00:: usama_bin_laden%1:18:00:: osama_bin_laden%1:18:00::
http://www.wikidata.org/entity/Q1469	Loire	09365843-n					09342937-n	loire%1:17:00:: loire_river%1:17:00::
http://www.wikidata.org/entity/Q1487	hacker	10174440-n					10154871-n	hacker%1:18:01::
http://www.wikidata.org/entity/Q1489	Mexico City	08762069-n					08744236-n	capital_of_mexico%1:15:00:: ciudad_de_mexico%1:15:00:: mexican_capital%1:15:00:: mexico_city%1:15:00::
http://www.wikidata.org/entity/Q1494	Mississippi	09126551-n	D008922				nomapping 09103943-n	magnolia_state%1:15:00:: ms%1:15:00:: nosense mississippi%1:15:00::
http://www.wikidata.org/entity/Q1522	New Mexico	09137349-n	D009516				09114696-n nomapping	new_mexico%1:15:00:: land_of_enchantment%1:15:00:: nosense nm%1:15:00::
http://www.wikidata.org/entity/Q1533	Caracas	09185069-n					09162276-n	caracas%1:15:00:: capital_of_venezuela%1:15:00::
http://www.wikidata.org/entity/Q1644	Elbe	09294464-n					09271558-n	elbe_river%1:17:00:: elbe%1:17:00::
http://www.wikidata.org/entity/Q1673	Neckar	09390724-n					09367827-n	neckar_river%1:17:00:: neckar%1:17:00::
http://www.wikidata.org/entity/Q1693	North Sea	09396947-n	D009659				09374036-n	north_sea%1:17:00::
http://www.wikidata.org/entity/Q1711	Potsdam	08792379-n					08774546-n	potsdam%1:15:00::
http://www.wikidata.org/entity/Q1721	Wiesbaden	08792886-n					08775053-n	wiesbaden%1:15:00::
http://www.wikidata.org/entity/Q1757	Helsinki	08797870-n					08780018-n	helsinki%1:15:00:: helsingfors%1:15:00:: capital_of_finland%1:15:00:: finnish_capital%1:15:00::
http://www.wikidata.org/entity/Q2003	Newfoundland and Labrador	08843929-n	D009523				08824937-n	newfoundland_and_labrador%1:15:00::
http://www.wikidata.org/entity/Q2096	Edmonton	08841734-n					08822742-n	edmonton%1:15:00::
http://www.wikidata.org/entity/Q2119	Mannheim	08791906-n					08774073-n	mannheim%1:15:00::
http://www.wikidata.org/entity/Q2132	Victoria	08842306-n					08823314-n	victoria%1:15:00::
http://www.wikidata.org/entity/Q2294	proton	09422912-n	D011522				09400037-n	proton%1:17:00::
http://www.wikidata.org/entity/Q2471	Sanaa	09188257-n					09165464-n	sana'a%1:15:00:: sanaa%1:15:00:: sana%1:15:00::
http://www.wikidata.org/entity/Q2487	Thirty Years' War	01311600-n					01309109-n	thirty_years'_war%1:04:00::
http://www.wikidata.org/entity/Q3001	Paramaribo	09053431-n					09031061-n	paramaribo%1:15:00:: capital_of_suriname%1:15:00::
http://www.wikidata.org/entity/Q3359	Triton	09485361-n					09462231-n	triton%1:17:00::
http://www.wikidata.org/entity/Q3751	Praia	08735927-n					08718094-n	capital_of_cape_verde%1:15:00:: praia%1:15:00:: cidade_de_praia%1:15:00::
http://www.wikidata.org/entity/Q3761	Accra	08966337-n					08946564-n	capital_of_ghana%1:15:00:: accra%1:15:00::
http://www.wikidata.org/entity/Q3799	Porto-Novo	08777517-n					08759684-n	capital_of_benin%1:15:00:: porto_novo%1:15:00::
http://www.wikidata.org/entity/Q3825	Libreville	08965478-n					08945705-n	capital_of_gabon%1:15:00:: libreville%1:15:00::
http://www.wikidata.org/entity/Q3838	Kinshasa	08752997-n					08735164-n	kinshasa%1:15:00:: leopoldville%1:15:00::
http://www.wikidata.org/entity/Q3863	asteroid	09231590-n					09208702-n	asteroid%1:17:00::
http://www.wikidata.org/entity/Q3881	Lusaka	09188789-n					09165996-n	capital_of_zambia%1:15:00:: lusaka%1:15:00::
http://www.wikidata.org/entity/Q3908	Galicia	09050574-n					09028204-n	galicia%1:15:00::
http://www.wikidata.org/entity/Q3954	Neptune	09592459-n					09569330-n	neptune%1:18:00::
http://www.wikidata.org/entity/Q3955	Weimar	08789233-n					08771400-n	weimar%1:15:00::
http://www.wikidata.org/entity/Q4128	Louis Aragon	10840983-n					10821379-n	aragon%1:18:00:: louis_aragon%1:18:00::
http://www.wikidata.org/entity/Q4441	Emily Dickinson	10954362-n					10934611-n	dickinson%1:18:00:: emily_dickinson%1:18:00::
http://www.wikidata.org/entity/Q4817	column	03078384-n					03074380-n	pillar%1:06:01:: column%1:06:01::
http://www.wikidata.org/entity/Q168552	phallus	05534035-n					05526384-n	penis%1:08:00:: member%1:08:01:: phallus%1:08:00::
http://www.wikidata.org/entity/Q15427080	pussy	02124950-n					02122298-n	puss%1:05:00:: kitty%1:05:01:: kitty-cat%1:05:00:: pussycat%1:05:00:: pussy%1:05:00::
http://www.wikidata.org/entity/Q1421	Titus	11363842-n					11343847-n	titus%1:18:00:: titus_vespasianus_augustus%1:18:00:: titus_flavius_vespasianus%1:18:00::
http://www.wikidata.org/entity/Q1511	Richard Wagner	11389829-n					11369834-n	richard_wagner%1:18:00:: wilhelm_richard_wagner%1:18:00:: wagner%1:18:00::
http://www.wikidata.org/entity/Q2677	Wilhelm II	11406848-n					11386853-n	kaiser_wilhelm%1:18:00:: wilhelm_ii%1:18:00:: kaiser_bill%1:18:00::
http://www.wikidata.org/entity/Q2703	epoch	15321930-n					15296687-n	epoch%1:28:02:: date_of_reference%1:28:00::
http://www.wikidata.org/entity/Q2979	liberty	14017941-n	D005610				13994456-n	liberty%1:26:02::
http://www.wikidata.org/entity/Q5317	Space Needle	04272645-n					04265535-n	space_needle%1:06:00::
http://www.wikidata.org/entity/Q5386	auto racing	00450502-n					00449517-n	car_racing%1:04:00:: auto_racing%1:04:00::
http://www.wikidata.org/entity/Q5414	Great Dane	02091397-n					02088745-n	boarhound%1:05:00::
http://www.wikidata.org/entity/Q5586	Katsushika Hokusai	11075910-n					11055915-n	katsushika_hokusai%1:18:00:: hokusai%1:18:00::
http://www.wikidata.org/entity/Q5699	Ur	08938573-n					08918800-n	ur%1:15:00::
http://www.wikidata.org/entity/Q5813	Canary Islands	09047342-n					09024972-n	canary_islands%1:15:00:: canaries%1:15:00::
http://www.wikidata.org/entity/Q5816	Mao Zedong	11175434-n					11155444-n	mao%1:18:00:: mao_tsetung%1:18:00:: mao_zedong%1:18:00::
http://www.wikidata.org/entity/Q5826	Xi'an	08747285-n					08729452-n	singan%1:15:00:: sian%1:15:00:: xian%1:15:00:: hsian%1:15:00:: changan%1:15:00::
http://www.wikidata.org/entity/Q5836	Toledo	09049662-n					09027292-n	toledo%1:15:01::
http://www.wikidata.org/entity/Q5893	red dwarf	09429076-n					09406198-n	red_dwarf_star%1:17:00:: red_dwarf%1:17:00::
http://www.wikidata.org/entity/Q5921	Chuck Berry	10868679-n					10849083-n	charles_edward_berry%1:18:00:: berry%1:18:00:: chuck_berry%1:18:00::
http://www.wikidata.org/entity/Q6106	Portland	09156590-n					09133895-n	portland%1:15:01::
http://www.wikidata.org/entity/Q6225	Coventry	08900094-n					08879867-n	coventry%1:15:00::
http://www.wikidata.org/entity/Q6388	swimming	00443055-n	D013550				00442115-n	swimming%1:04:00:: swim%1:04:00::
http://www.wikidata.org/entity/Q6584	mulled wine	07943160-n					07926920-n	mulled_wine%1:13:00::
http://www.wikidata.org/entity/Q7064	Hedonism	06170312-n					06160596-n	hedonism%1:09:00::
http://www.wikidata.org/entity/Q7150	ecology	14536664-n	D004463				14513062-n	ecology%1:26:00::
http://www.wikidata.org/entity/Q7186	Marie Curie	10937455-n					10917703-n	curie%1:18:00:: marie_curie%1:18:00:: madame_curie%1:18:00:: marya_sklodowska%1:18:00::
http://www.wikidata.org/entity/Q7197	Simone de Beauvoir	10859213-n					10839617-n	simone_de_beauvoir%1:18:00:: beauvoir%1:18:00::
http://www.wikidata.org/entity/Q7235	Sophocles	11328619-n					11308624-n	sophocles%1:18:00::
http://www.wikidata.org/entity/Q7348	Indus River	09335137-n					09312231-n	indus%1:17:00:: indus_river%1:17:00::
http://www.wikidata.org/entity/Q7365	muscle organ	05296796-n	D009132	C0026845			05289297-n	musculus%1:08:00:: muscle%1:08:00::
http://www.wikidata.org/entity/Q7487	Dorothy Hodgkin	11073812-n					11053817-n	dorothy_hodgkin%1:18:00:: hodgkin%1:18:01:: dorothy_mary_crowfoot_hodgkin%1:18:00::
http://www.wikidata.org/entity/Q7525	Sevastopol	09039538-n					09017168-n	sebastopol%1:15:00:: sevastopol%1:15:00::
http://www.wikidata.org/entity/Q7546	Ingmar Bergman	10865820-n					10846224-n	bergman%1:18:00:: ingmar_bergman%1:18:00::
http://www.wikidata.org/entity/Q7707	water polo	00465546-n					00464478-n	water_polo%1:04:00::
http://www.wikidata.org/entity/Q7856	rallying	01233174-n					01230685-n	rallying%1:04:00::
http://www.wikidata.org/entity/Q7863	shower	04216003-n					04208936-n	shower%1:06:00::
http://www.wikidata.org/entity/Q7949	truth	13979774-n					13956488-n	trueness%1:26:00:: truth%1:26:00:: the_true%1:26:00:: verity%1:26:00::
http://www.wikidata.org/entity/Q7987	mouse	03799022-n					03793489-n	mouse%1:06:00:: computer_mouse%1:06:00::
http://www.wikidata.org/entity/Q8319	Arkansas River	09229263-n					09206375-n	arkansas_river%1:17:00:: arkansas%1:17:00::
http://www.wikidata.org/entity/Q8445	marriage	08005815-n	D008393				07989373-n	marriage%1:14:00:: man_and_wife%1:14:00:: married_couple%1:14:00::
http://www.wikidata.org/entity/Q8479	Peter the Great	11251423-n					11231433-n	peter_the_great%1:18:00:: peter_i%1:18:00:: czar_peter_i%1:18:00::
http://www.wikidata.org/entity/Q8502	mountain	09382700-n					09359803-n	mount%1:17:00:: mountain%1:17:00::
http://www.wikidata.org/entity/Q8611	La Spezia	08826831-n					08808979-n	la_spezia%1:15:00::
http://www.wikidata.org/entity/Q8675	Draco	09292623-n					09269717-n	draco%1:17:00:: dragon%1:17:00::
http://www.wikidata.org/entity/Q8739	Archimedes	10841118-n					10821514-n	archimedes%1:18:00::
http://www.wikidata.org/entity/Q8811	HyperText Markup Language	06801119-n					06788262-n	html%1:10:00:: hypertext_mark-up_language%1:10:00:: hypertext_markup_language%1:10:00::
http://www.wikidata.org/entity/Q8860	Orion	09403029-n					09380117-n	orion%1:17:00:: hunter%1:17:00::
http://www.wikidata.org/entity/Q9266	salad	07822197-n					07806221-n	salad%1:13:00::
http://www.wikidata.org/entity/Q9365	Dushanbe	09043683-n					09021313-n	capital_of_tajikistan%1:15:00:: stalinabad%1:15:00:: dusanbe%1:15:00:: dyushambe%1:15:00:: dushanbe%1:15:00::
http://www.wikidata.org/entity/Q9377	kidney	05340350-n	D007668	C0022646			05332802-n	kidney%1:08:00::
http://www.wikidata.org/entity/Q9394	rabbit	02326697-n	D011817				02324045-n	coney%1:05:01:: cony%1:05:01:: rabbit%1:05:00::
http://www.wikidata.org/entity/Q9427	Timbuktu	08988436-n					08966085-n	timbuktu%1:15:00::
http://www.wikidata.org/entity/Q9434	Arnold Palmer	11241640-n					11221650-n	palmer%1:18:00:: arnold_daniel_palmer%1:18:00:: arnold_palmer%1:18:00::
http://www.wikidata.org/entity/Q9554	Martin Luther	11165354-n					11145364-n	luther%1:18:00:: martin_luther%1:18:00::
http://www.wikidata.org/entity/Q9588	Richard Nixon	11228162-n					11208172-n	richard_nixon%1:18:00:: richard_milhous_nixon%1:18:00:: nixon%1:18:00:: president_nixon%1:18:00:: richard_m._nixon%1:18:00::
http://www.wikidata.org/entity/Q9609	vein	05426061-n	D014680	C0042449			05418717-n	vein%1:08:00:: vena%1:08:00:: venous_blood_vessel%1:08:00::
http://www.wikidata.org/entity/Q9620	nerve	05481998-n					05474346-n	nerve%1:08:00:: nervus%1:08:00::
http://www.wikidata.org/entity/Q9635	mouth	05309998-n	D009055	C0226896			05302499-n	oral_fissure%1:08:00:: mouth%1:08:01:: oral_cavity%1:08:00:: rima_oris%1:08:00::
http://www.wikidata.org/entity/Q9644	joint	05602838-n	D007596	C0022417			05595083-n	articulation%1:08:00:: joint%1:08:00:: articulatio%1:08:00::
http://www.wikidata.org/entity/Q9655	artery	05341325-n	D001158	C0003842			05333777-n	arterial_blood_vessel%1:08:00:: arteria%1:08:00:: artery%1:08:00::
http://www.wikidata.org/entity/Q10435	Musca	09386707-n					09363810-n	musca%1:17:00::
http://www.wikidata.org/entity/Q10441	Phoenix	09413860-n					09390967-n	phoenix%1:17:00::
http://www.wikidata.org/entity/Q10457	Chamaeleon	09263795-n					09240889-n	chamaeleon%1:17:00:: chameleon%1:17:00::
http://www.wikidata.org/entity/Q10481	Antlia	09223405-n					09200527-n	antlia%1:17:00::
http://www.wikidata.org/entity/Q10571	Lupus	09367346-n					09344449-n	lupus%1:17:00::
http://www.wikidata.org/entity/Q10686	Belfast	08908706-n					08888479-n	capital_of_northern_ireland%1:15:00:: belfast%1:15:00::
http://www.wikidata.org/entity/Q10965	Ebro	09294321-n					09271415-n	ebro%1:17:00:: ebro_river%1:17:00::
http://www.wikidata.org/entity/Q11235	World Trade Center	04611367-n					04604009-n	world_trade_center%1:06:00:: twin_towers%1:06:00:: wtc%1:06:00::
http://www.wikidata.org/entity/Q11376	acceleration	05067952-n	D000054				05060783-n	acceleration%1:07:00::
http://www.wikidata.org/entity/Q11378	Shiva	09551861-n					09528727-n	siva%1:18:00:: shiva%1:18:00::
http://www.wikidata.org/entity/Q11380	Vishnu	09553121-n					09529999-n	vishnu%1:18:00::
http://www.wikidata.org/entity/Q11420	judo	00827434-n					00825773-n	judo%1:04:00::
http://www.wikidata.org/entity/Q11426	metal	14649636-n	D008670				14625458-n	metallic_element%1:27:00:: metal%1:27:00::
http://www.wikidata.org/entity/Q11436	aircraft	02689427-n	D000401				02686568-n	aircraft%1:06:00::
http://www.wikidata.org/entity/Q11608	Anne Hutchinson	11089075-n					11069085-n	hutchinson%1:18:00:: anne_hutchinson%1:18:00::
http://www.wikidata.org/entity/Q11633	photography	00621794-n	D010781				00620554-n	photography%1:04:01::
http://www.wikidata.org/entity/Q11690	Wall Street	09145446-n					09122779-n	wall_st.%1:15:00:: wall_street%1:15:00::
http://www.wikidata.org/entity/Q11707	restaurant	04088393-n	D012147				04081281-n	eating_house%1:06:00:: restaurant%1:06:00:: eating_place%1:06:00:: eatery%1:06:00::
http://www.wikidata.org/entity/Q11812	Thomas Jefferson	11101818-n					11081828-n	president_jefferson%1:18:00:: thomas_jefferson%1:18:00:: jefferson%1:18:00::
http://www.wikidata.org/entity/Q11881	John Tyler	11374140-n					11354145-n	tyler%1:18:00:: john_tyler%1:18:00:: president_tyler%1:18:00::
http://www.wikidata.org/entity/Q11891	James K. Polk	11260723-n					11240733-n	president_polk%1:18:00:: james_polk%1:18:00:: james_knox_polk%1:18:00:: polk%1:18:00:: james_k._polk%1:18:00::
http://www.wikidata.org/entity/Q12124	Betelgeuse	09242638-n					09219731-n	alpha_orionis%1:17:00:: betelgeuse%1:17:00::
http://www.wikidata.org/entity/Q12193	Brest	08954467-n					08934694-n	brest%1:15:00::
http://www.wikidata.org/entity/Q12325	James Buchanan	10889518-n					10869931-n	james_buchanan%1:18:00:: president_buchanan%1:18:00:: buchanan%1:18:00::
http://www.wikidata.org/entity/Q12518	tower	04467365-n					04460130-n	tower%1:06:00::
http://www.wikidata.org/entity/Q12544	Byzantine Empire	08818528-n	D018612				08800676-n	eastern_roman_empire%1:15:00:: byzantium%1:15:01:: byzantine_empire%1:15:00::
http://www.wikidata.org/entity/Q12560	Ottoman Empire	09061072-n	D057214				09038597-n	turkish_empire%1:15:00:: ottoman_empire%1:15:00::
http://www.wikidata.org/entity/Q12620	Mayenne	08963234-n					08943461-n	mayenne%1:15:00::
http://www.wikidata.org/entity/Q12623	perpetual motion	14029034-n					14005549-n	perpetual_motion%1:26:00::
http://www.wikidata.org/entity/Q12871	Simon the Zealot	11321409-n					11301414-n	simon_the_canaanite%1:18:00:: simon_zelotes%1:18:00:: st._simon%1:18:00:: simon%1:18:04:: simon_the_zealot%1:18:00::
http://www.wikidata.org/entity/Q12876	tank	04396120-n					04389033-n	armoured_combat_vehicle%1:06:00:: army_tank%1:06:00:: armored_combat_vehicle%1:06:00:: tank%1:06:01::
http://www.wikidata.org/entity/Q12892	Antwerp	08869733-n					08850741-n	anvers%1:15:00:: antwerp%1:15:00:: antwerpen%1:15:00::
http://www.wikidata.org/entity/Q12970	Capella	09257561-n					09234654-n	capella%1:17:00::
http://www.wikidata.org/entity/Q12985	Arcturus	09228222-n					09205334-n	arcturus%1:17:00::
http://www.wikidata.org/entity/Q13080	Algol	09215444-n					09192566-n	algol%1:17:00::
http://www.wikidata.org/entity/Q13082	nuclear fusion	13506728-n	D009681				13485525-n	fusion%1:22:00:: nuclear_fusion_reaction%1:22:00:: nuclear_fusion%1:22:00::
http://www.wikidata.org/entity/Q13353	Montserrat	08729133-n					08711300-n	montserrat%1:15:00::
http://www.wikidata.org/entity/Q19075	rosy boa	01745462-n					01742821-n	rosy_boa%1:05:00:: lichanura_trivirgata%1:05:00::
http://www.wikidata.org/entity/Q19551	Lesser Prairie Chicken	01801480-n					01798839-n	lesser_prairie_chicken%1:05:00:: tympanuchus_pallidicinctus%1:05:00::
http://www.wikidata.org/entity/Q20863	Gerris lacustris	02246530-n					02243878-n	gerris_lacustris%1:05:00:: common_pond-skater%1:05:00::
http://www.wikidata.org/entity/Q25851	European Rabbit	02326697-n					02324045-n	coney%1:05:01:: cony%1:05:01:: rabbit%1:05:00::
http://www.wikidata.org/entity/Q26013	War of 1812	01313835-n					01311344-n	war_of_1812%1:04:00::
http://www.wikidata.org/entity/Q26582	Mustela putorius	02445745-n					02443114-n	mustela_putorius%1:05:00:: foulmart%1:05:00:: fitch%1:05:00:: foumart%1:05:00:: polecat%1:05:01::
http://www.wikidata.org/entity/Q13888	Luchino Visconti	11387576-n					11367581-n	visconti%1:18:00:: don_luchino_visconti_conte_di_modrone%1:18:00:: luchino_visconti%1:18:00::
http://www.wikidata.org/entity/Q13972	Tartu	09035105-n					09012735-n	tartu%1:15:00::
http://www.wikidata.org/entity/Q13991	Shikoku	08941386-n					08921613-n	shikoku%1:15:00::
http://www.wikidata.org/entity/Q14277	William Herschel	11065893-n					11045898-n	herschel%1:18:00:: sir_frederick_william_herschel%1:18:00:: william_herschel%1:18:00:: sir_william_herschel%1:18:00::
http://www.wikidata.org/entity/Q14875	hand puppet	03493046-n					03487963-n	glove_doll%1:06:00:: glove_puppet%1:06:00:: hand_puppet%1:06:00::
http://www.wikidata.org/entity/Q14952	headgear	03509349-n					03504205-n	headpiece%1:06:00::
http://www.wikidata.org/entity/Q15026	chair	03005231-n					03001627-n	chair%1:06:00::
http://www.wikidata.org/entity/Q15975	Montesquieu	11206901-n					11186911-n	charles_louis_de_secondat%1:18:00:: montesquieu%1:18:00:: baron_de_la_brede_et_de_montesquieu%1:18:00::
