item	itemLabel	wordnet_id	MESH	CUI	ICD-10	SNOMED-CT	wordnet30_id	sense
http://www.wikidata.org/entity/Q2812306	Neon flying squid	01974491-n					01971850-n	ommastrephes%1:05:00::
http://www.wikidata.org/entity/Q3249489	snake worship	01048716-n					01046792-n	ophiolatry%1:04:00:: serpent-worship%1:04:00::
http://www.wikidata.org/entity/Q3874774	Nerium	11794456-n	D030007				11773987-n	oleander%1:20:00:: nerium_oleander%1:20:00:: rose_bay%1:20:01::
http://www.wikidata.org/entity/Q3880557	objective	03843818-n					03838298-n	objective%1:06:00:: object_lens%1:06:00:: object_glass%1:06:00:: objective_lens%1:06:00::
http://www.wikidata.org/entity/Q3884033	operation	13546128-n					13524925-n	operation%1:22:00::
http://www.wikidata.org/entity/Q4405893	oil burner	03848741-n					03843221-n	oil_burner%1:06:00:: oil_furnace%1:06:00::
http://www.wikidata.org/entity/Q4503831	goal	05990115-n	D006040				05981230-n	objective%1:09:00:: target%1:09:00:: object%1:09:00:: aim%1:09:01::
http://www.wikidata.org/entity/Q7051185	norgestrel	14771186-n	D009644				14747007-n	norgestrel%1:27:00::
http://www.wikidata.org/entity/Q7758678	night blindness	14578445-n	D009755	C0028077	H53.6	75390007	14554853-n	nyctalopia%1:26:00:: night_blindness%1:26:00:: moon_blindness%1:26:01::
http://www.wikidata.org/entity/Q7758678	night blindness	14578445-n	D009755	C4020885	H53.6	75390007	14554853-n	nyctalopia%1:26:00:: night_blindness%1:26:00:: moon_blindness%1:26:01::
http://www.wikidata.org/entity/Q12151852	nostalgia	07502515-n					07487375-n	nostalgia%1:12:00::
http://www.wikidata.org/entity/Q289	television	06287933-n	D013690				06277280-n	television%1:10:00:: tv%1:10:00:: video%1:10:01:: telecasting%1:10:00::
http://www.wikidata.org/entity/Q289	television	04411547-n	D013690				04404412-n	television%1:06:00:: television_system%1:06:00::
http://www.wikidata.org/entity/Q418	telecommunication	06282431-n	D013685				06271778-n	telecom%1:10:00:: telecommunication%1:10:00::
http://www.wikidata.org/entity/Q418	telecommunication	06137758-n	D013685				06128307-n	telecommunication%1:09:00::
http://www.wikidata.org/entity/Q1054	technetium	14681226-n	D013667				14657047-n	technetium%1:27:00:: atomic_number_43%1:27:00:: tc%1:27:00::
http://www.wikidata.org/entity/Q1100	tellurium	14681407-n	D013691				14657228-n	te%1:27:00:: tellurium%1:27:00:: atomic_number_52%1:27:00::
http://www.wikidata.org/entity/Q6097	tea	07949514-n	D013662				07933274-n	tea%1:13:00::
http://www.wikidata.org/entity/Q11016	technology	00951435-n	D013672				00949619-n	technology%1:04:00::
http://www.wikidata.org/entity/Q11016	technology	03707142-n	D013672				nomapping	nosense
http://www.wikidata.org/entity/Q18745	potassium bitartrate	15037836-n					15013269-n	cream_of_tartar%1:27:00:: tartar%1:27:00:: potassium_hydrogen_tartrate%1:27:00:: potassium_bitartrate%1:27:00::
http://www.wikidata.org/entity/Q25700	Eurasian Teal	01850764-n					01848123-n	teal%1:05:00::
http://www.wikidata.org/entity/Q34366	Tasmania	08852973-n	D013648				08833981-n	tasmania%1:15:00::
http://www.wikidata.org/entity/Q43006	tattooing	00264196-n	D013653				00263353-n	tattoo%1:04:00::
http://www.wikidata.org/entity/Q66175	telex	04411335-n					04404200-n	telex_machine%1:06:00:: teletypewriter%1:06:00:: teletype_machine%1:06:00:: telex%1:06:00:: teleprinter%1:06:00::
http://www.wikidata.org/entity/Q66196	teleprinter	04411335-n					04404200-n	telex_machine%1:06:00:: teletypewriter%1:06:00:: teletype_machine%1:06:00:: telex%1:06:00:: teleprinter%1:06:00::
http://www.wikidata.org/entity/Q76469	tear	05412667-n	D013666	C0039409			05405324-n	tear%1:08:01:: teardrop%1:08:00::
http://www.wikidata.org/entity/Q101815	Camellia sinensis	12950543-n	D028241				12929783-n	camellia_sinensis%1:20:00:: tea%1:20:00::
http://www.wikidata.org/entity/Q124794	taste	00884380-n	D013649				00882702-n	tasting%1:04:00:: taste%1:04:00::
http://www.wikidata.org/entity/Q156938	Tectona grandis	12937483-n					12916723-n	teakwood%1:20:00:: teak%1:20:02::
http://www.wikidata.org/entity/Q156938	Tectona grandis	12937271-n					12916511-n	tectona_grandis%1:20:00:: teak%1:20:00::
http://www.wikidata.org/entity/Q161946	Dipsacus	12703172-n					12682411-n	teasle%1:20:00:: teasel%1:20:00:: teazel%1:20:00::
http://www.wikidata.org/entity/Q165859	tendril	13123534-n					13102775-n	tendril%1:20:00::
http://www.wikidata.org/entity/Q170612	telepathy	07270666-n	D013688				07255998-n	telepathy%1:10:00:: thought_transference%1:10:00::
http://www.wikidata.org/entity/Q173751	Kazakhstani tenge	13723110-n					13701005-n	tenge%1:23:00::
http://www.wikidata.org/entity/Q175166	tempera	04414392-n					04407257-n	poster_colour%1:06:00:: tempera%1:06:00:: poster_color%1:06:00:: poster_paint%1:06:00::
http://www.wikidata.org/entity/Q179805	political philosophy	05986486-n					05977619-n	teleology%1:09:00::
http://www.wikidata.org/entity/Q186446	psychokinesis	07271713-n					07257045-n	psychokinesis%1:10:00:: telekinesis%1:10:00::
http://www.wikidata.org/entity/Q190044	technocracy	08380033-n					08363106-n	technocracy%1:14:00::
http://www.wikidata.org/entity/Q193343	tectonics	06133966-n					06124395-n	architectonics%1:09:00:: tectonics%1:09:01::
http://www.wikidata.org/entity/Q194322	tartaric acid	03134964-a					03123296-a	tartaric%3:01:00::
http://www.wikidata.org/entity/Q207051	taurine	14681105-n	D013654	C0039350			14656926-n	taurine%1:27:00::
http://www.wikidata.org/entity/Q209357	O-chlorobenzylidenemalononitrile	15092444-n	D009763				15067877-n	lachrymator%1:27:00:: teargas%1:27:00:: tear_gas%1:27:00:: lacrimator%1:27:00::
http://www.wikidata.org/entity/Q209867	telemetry	04408034-n	D013686				04400899-n	telemeter%1:06:00::
http://www.wikidata.org/entity/Q209867	telemetry	01118527-n	D013686				01116206-n	telemetry%1:04:00::
http://www.wikidata.org/entity/Q216425	teaspoon	04405823-n					04398688-n	teaspoon%1:06:00::
http://www.wikidata.org/entity/Q232358	tendon	05303752-n	D013710				05296253-n	sinew%1:08:00:: tendon%1:08:00::
http://www.wikidata.org/entity/Q243237	taxidermy	05644247-n					05636402-n	taxidermy%1:09:00::
http://www.wikidata.org/entity/Q243999	temple	05610438-n					05602683-n	temple%1:08:00::
http://www.wikidata.org/entity/Q247774	tayra	02454046-n					02451415-n	taira%1:05:00:: eira_barbara%1:05:00:: tayra%1:05:00::
http://www.wikidata.org/entity/Q254502	Carduus	12703172-n	D031177				12682411-n	teasle%1:20:00:: teasel%1:20:00:: teazel%1:20:00::
http://www.wikidata.org/entity/Q267953	Madia	12014619-n					11994150-n	tarweed%1:20:01::
http://www.wikidata.org/entity/Q277222	tea party	07465063-n					07450463-n	tea_party%1:11:00::
http://www.wikidata.org/entity/Q386770	Gaultheria procumbens	12256282-n					12235765-n	mountain_tea%1:20:00:: wintergreen%1:20:02:: gaultheria_procumbens%1:20:00:: checkerberry%1:20:00:: ground-berry%1:20:01:: teaberry%1:20:00:: creeping_wintergreen%1:20:00:: groundberry%1:20:01::
http://www.wikidata.org/entity/Q386770	Gaultheria procumbens	07759699-n					07743723-n	wintergreen%1:13:00:: spiceberry%1:13:01:: checkerberry%1:13:00:: teaberry%1:13:00:: boxberry%1:13:00::
http://www.wikidata.org/entity/Q414796	temazepam	04414142-n	D013693	C0039468			04407007-n	temazepam%1:06:00:: restoril%1:06:00::
http://www.wikidata.org/entity/Q425046	tartrate	14979698-n	D013644				14955559-n	tartrate%1:27:00::
http://www.wikidata.org/entity/Q427287	wat	04414570-n					04407435-n	temple%1:06:00::
http://www.wikidata.org/entity/Q468438	tektite	14904841-n					14880690-n	tektite%1:27:00::
http://www.wikidata.org/entity/Q498133	tatting	04402630-n					04395495-n	tatting%1:06:00::
http://www.wikidata.org/entity/Q508846	truck driver	10714688-n					10695192-n	teamster%1:18:00:: truck_driver%1:18:00:: trucker%1:18:00::
http://www.wikidata.org/entity/Q556052	teacake	07650360-n					07634751-n	teacake%1:13:01::
http://www.wikidata.org/entity/Q690928	Schultheiß	10711765-n					10692269-n	taskmaster%1:18:00::
http://www.wikidata.org/entity/Q690928	Schultheiß	10711901-n					10692405-n	taskmistress%1:18:00::
http://www.wikidata.org/entity/Q770692	teleprompter	04410659-n					04403524-n	teleprompter%1:06:00::
http://www.wikidata.org/entity/Q774861	cannabis coffee shop	04405632-n					04398497-n	tearoom%1:06:00:: teahouse%1:06:00:: tea_parlour%1:06:00:: teashop%1:06:00:: tea_parlor%1:06:00::
http://www.wikidata.org/entity/Q806805	bank teller	10718466-n					10698970-n	cashier%1:18:00:: bank_clerk%1:18:00:: teller%1:18:00::
http://www.wikidata.org/entity/Q843942	Eragrostis tef	12140864-n					12120347-n	teff_grass%1:20:00:: eragrostic_abyssinica%1:20:00:: teff%1:20:00:: eragrostis_tef%1:20:00::
http://www.wikidata.org/entity/Q856879	Cabassous	02458059-n					02455428-n	cabassous_unicinctus%1:05:00:: tatouay%1:05:00:: cabassous%1:05:00::
http://www.wikidata.org/entity/Q861310	wirephoto	04410414-n					04403279-n	telephotograph%1:06:02::
http://www.wikidata.org/entity/Q862867	taste buds	05312635-n	D013650	C0039337			05305136-n	tastebud%1:08:00:: taste_bud%1:08:00:: gustatory_organ%1:08:00::
http://www.wikidata.org/entity/Q863250	tea bag	04403943-n					04396808-n	tea_bag%1:06:00::
http://www.wikidata.org/entity/Q910386	taxiway	04403601-n					04396466-n	taxi_strip%1:06:00:: taxiway%1:06:00::
http://www.wikidata.org/entity/Q1053973	temptation	07500421-n					07485281-n	temptation%1:12:00::
http://www.wikidata.org/entity/Q1072166	tea house	04405632-n					04398497-n	tearoom%1:06:00:: teahouse%1:06:00:: tea_parlour%1:06:00:: teashop%1:06:00:: tea_parlor%1:06:00::
http://www.wikidata.org/entity/Q1078214	teal	04975603-n					04968426-n	blue_green%1:07:00:: bluish_green%1:07:00:: teal%1:07:00::
http://www.wikidata.org/entity/Q1078374	tenement	04416519-n					04409384-n	tenement_house%1:06:00:: tenement%1:06:00::
http://www.wikidata.org/entity/Q1113192	merienda	07591075-n					07575510-n	afternoon_tea%1:13:00:: tea%1:13:01:: teatime%1:13:00::
http://www.wikidata.org/entity/Q1135326	telecommuting	00586055-n					00585018-n	teleworking%1:04:00:: telecommuting%1:04:00::
http://www.wikidata.org/entity/Q1135572	taximeter	04403470-n					04396335-n	taximeter%1:06:00::
http://www.wikidata.org/entity/Q1147795	temperance	04890809-n	D013695				04883614-n	moderation%1:07:01:: temperance%1:07:00::
http://www.wikidata.org/entity/Q1194132	tassel	04402336-n					04395201-n	tassel%1:06:00::
http://www.wikidata.org/entity/Q1299273	teliospore	11570089-n					11549638-n	teliospore%1:20:00::
http://www.wikidata.org/entity/Q1411613	hoist	04413822-n					04406687-n	telfer%1:06:00:: telpher%1:06:00::
http://www.wikidata.org/entity/Q1421250	taxiing	01952731-v					01948872-v	taxi%2:38:01::
http://www.wikidata.org/entity/Q1473046	teamster	10714829-n					10695333-n	teamster%1:18:02::
http://www.wikidata.org/entity/Q1521353	Teddy Boy	10716631-n					10697135-n	teddy_boy%1:18:00:: ted%1:18:00::
http://www.wikidata.org/entity/Q1576693	gondola lift	04413952-n					04406817-n	telpherage%1:06:00:: telferage%1:06:00::
http://www.wikidata.org/entity/Q1630941	teleconference	07160666-n					07145958-n	teleconferencing%1:10:00:: teleconference%1:10:00::
http://www.wikidata.org/entity/Q1670336	tan	00385844-a					00384782-a	tawny-brown%5:00:00:chromatic:00 tawny%5:00:00:chromatic:00
http://www.wikidata.org/entity/Q1785217	Wintergreen	07759699-n					07743723-n	wintergreen%1:13:00:: spiceberry%1:13:01:: checkerberry%1:13:00:: teaberry%1:13:00:: boxberry%1:13:00::
http://www.wikidata.org/entity/Q1851985	telerobotics	06143386-n					06133935-n	telerobotics%1:09:00::
http://www.wikidata.org/entity/Q1932115	degustation	00884380-n					00882702-n	tasting%1:04:00:: taste%1:04:00::
http://www.wikidata.org/entity/Q1932115	degustation	00843562-n					00841901-n	savoring%1:04:00:: tasting%1:04:02:: savouring%1:04:00:: relishing%1:04:00:: degustation%1:04:00::
http://www.wikidata.org/entity/Q1938377	tee	08679015-n					08661277-n	teeing_ground%1:15:00:: tee%1:15:00::
http://www.wikidata.org/entity/Q2024200	telegraphist	10717015-n					10697519-n	telegraphist%1:18:00:: telegraph_operator%1:18:00:: telegrapher%1:18:00::
http://www.wikidata.org/entity/Q2067066	Tea cosy	03119030-n					03114379-n	tea_cosy%1:06:00:: cosy%1:06:00:: tea_cozy%1:06:00:: cozy%1:06:00::
http://www.wikidata.org/entity/Q2299834	tautog	02612696-n					02610066-n	tautog%1:05:00:: blackfish%1:05:03:: tautoga_onitis%1:05:00::
http://www.wikidata.org/entity/Q2393344	teething	00095744-v					00095990-v	teethe%2:29:00::
http://www.wikidata.org/entity/Q2923121	tea caddy	02938771-n					02935387-n	caddy%1:06:00:: tea_caddy%1:06:00::
http://www.wikidata.org/entity/Q3189180	mole	04982041-n	D008971 tu es le plus fort				04974774-n	taupe%1:07:00::
http://www.wikidata.org/entity/Q3408351	tea set	04405444-n					04398309-n	tea_set%1:06:00:: tea_service%1:06:00::
http://www.wikidata.org/entity/Q3656924	fictional detective	10028930-n					10009276-n	police_detective%1:18:00:: tec%1:18:00:: investigator%1:18:02:: detective%1:18:00::
http://www.wikidata.org/entity/Q3698703	Crostata	07639542-n					07623933-n	tart%1:13:00::
http://www.wikidata.org/entity/Q3750947	seny	04791152-n					04783888-n	tenability%1:07:00:: reasonableness%1:07:03:: tenableness%1:07:00::
http://www.wikidata.org/entity/Q5733109	neck gaiter	04404513-n					04397378-n	tea_cloth%1:06:00::
http://www.wikidata.org/entity/Q18340387	Orthotomus	01568848-n					01566207-n	tailorbird%1:05:00:: orthotomus_sutorius%1:05:00::
http://www.wikidata.org/entity/Q21173374	plasminogen	15008333-n	D010958				14983774-n	plasmin%1:27:00:: fibrinolysin%1:27:00::
http://www.wikidata.org/entity/Q21660838	taffrail	04391010-n					04383923-n	taffrail%1:06:00::
http://www.wikidata.org/entity/Q29235661	full dress suit	03243757-n					03239054-n	full_dress%1:06:00:: dress_suit%1:06:00:: tails%1:06:01:: white_tie_and_tails%1:06:00:: white_tie%1:06:01:: tailcoat%1:06:00:: tail_coat%1:06:00::
http://www.wikidata.org/entity/Q83060969	Talcum	04393879-n					04386792-n	talcum_powder%1:06:00:: talcum%1:06:00::
http://www.wikidata.org/entity/Q8084	trigonometry	06021862-n					06012513-n	trigonometry%1:09:00:: trig%1:09:00::
http://www.wikidata.org/entity/Q10884	tree	13124818-n	D014197				13104059-n	tree%1:20:00::
http://www.wikidata.org/entity/Q12581	troll	09525613-n					09502481-n	troll%1:18:00::
http://www.wikidata.org/entity/Q14384	Triceratops	01706964-n					01704323-n	triceratops%1:05:00::
http://www.wikidata.org/entity/Q14973	beverage coaster	04493469-n					04486213-n	trivet%1:06:01::
http://www.wikidata.org/entity/Q17170	Trilobita	01770885-n					01768244-n	trilobite%1:05:00::
http://www.wikidata.org/entity/Q19821	triangle	13902291-n					13879634-n	triangle%1:25:01::
http://www.wikidata.org/entity/Q37090	Trinity	09559900-n					09536789-n	trinity%1:18:00:: holy_trinity%1:18:00:: sacred_trinity%1:18:00:: blessed_trinity%1:18:00::
http://www.wikidata.org/entity/Q39908	trousers	04495786-n					04488530-n	trouser%1:06:01::
http://www.wikidata.org/entity/Q40631	troposphere	09485730-n					09462600-n	troposphere%1:17:00::
http://www.wikidata.org/entity/Q73309	warp knitting	04489553-n					04482297-n	tricot%1:06:00::
http://www.wikidata.org/entity/Q83379	triceps brachii muscle	05587235-n				181623009	05579604-n	triceps%1:08:00::
http://www.wikidata.org/entity/Q91764	military trench	04485892-n					04478657-n	trench%1:06:00::
http://www.wikidata.org/entity/Q93344	trigonometric function	02923831-a					02912518-a	trigonometric%3:01:00::
http://www.wikidata.org/entity/Q119253	oceanic trench	09484445-n					09461315-n	oceanic_abyss%1:17:00:: trench%1:17:00:: deep%1:17:00::
http://www.wikidata.org/entity/Q127470	Holothuroidea	02324699-n	D012616				02322047-n	holothuria_edulis%1:05:00:: trepang%1:05:00::
http://www.wikidata.org/entity/Q131569	treaty	06786235-n					06773434-n	treaty%1:10:00:: accord%1:10:01:: pact%1:10:00::
http://www.wikidata.org/entity/Q133311	tribe	08389338-n					08372411-n	tribe%1:14:00:: folk%1:14:01::
http://www.wikidata.org/entity/Q146400	Solanum nigrum	12915690-n	D032324				12894930-n	purple_nightshade%1:20:00:: solanum_elaeagnifolium%1:20:00:: silverleaf_nightshade%1:20:00:: prairie_berry%1:20:00:: white_horse_nettle%1:20:00:: silver-leaved_nightshade%1:20:00:: trompillo%1:20:00:: silver-leaved_nettle%1:20:00::
http://www.wikidata.org/entity/Q149273	tropic	08692883-n					08675145-n	tropic%1:15:00::
http://www.wikidata.org/entity/Q159675	tributary	09301903-n					09278997-n	tributary%1:17:00:: affluent%1:17:00:: feeder%1:17:00:: confluent%1:17:00::
http://www.wikidata.org/entity/Q160128	treason	00783726-n					00782072-n	treason%1:04:00:: high_treason%1:04:00:: lese_majesty%1:04:00::
http://www.wikidata.org/entity/Q170167	TNT	04449277-n	D014303				04442143-n	trinitrotoluene%1:06:00:: tnt%1:06:00::
http://www.wikidata.org/entity/Q176129	triode	04491688-n					04484432-n	triode%1:06:00::
http://www.wikidata.org/entity/Q183534	triskelion	04493140-n					04485884-n	triskele%1:06:00:: triskelion%1:06:00::
http://www.wikidata.org/entity/Q186319	triglyceride	14909520-n	D014280				14885369-n	triglyceride%1:27:00::
http://www.wikidata.org/entity/Q186370	troubadour	10118862-n					10099093-n	troubadour%1:18:00:: minstrel%1:18:00:: poet-singer%1:18:00:: jongleur%1:18:00:: folk_singer%1:18:00::
http://www.wikidata.org/entity/Q188056	triangulation	06017497-n					06008148-n	triangulation%1:09:00::
http://www.wikidata.org/entity/Q189763	trigeminal nerve	05486548-n	D014276	C0040996			05478896-n	nervus_trigeminus%1:08:00:: trigeminal%1:08:00:: fifth_cranial_nerve%1:08:00:: trigeminal_nerve%1:08:00:: trigeminus%1:08:00::
http://www.wikidata.org/entity/Q201735	triangle	04488109-n					04480853-n	triangle%1:06:00::
http://www.wikidata.org/entity/Q203161	tricolour	04489052-n					04481796-n	tricolor%1:06:00:: tricolour%1:06:00::
http://www.wikidata.org/entity/Q239762	tropism	00863289-n	D018523				00861611-n	tropism%1:04:00::
http://www.wikidata.org/entity/Q272937	treasure	13391842-n					13370669-n	hoarded_wealth%1:21:00:: treasure%1:21:00::
http://www.wikidata.org/entity/Q272937	treasure	08480980-n					08463969-n	treasure%1:14:00::
http://www.wikidata.org/entity/Q277151	trellis	04485747-n					04478512-n	trellis%1:06:00:: treillage%1:06:00::
http://www.wikidata.org/entity/Q281643	musical trio	08264073-n					08247152-n	trio%1:14:02::
http://www.wikidata.org/entity/Q376032	tribadism	00859159-n					00857530-n	tribadism%1:04:00::
http://www.wikidata.org/entity/Q376680	traumatology	06074388-n	D014194				06064838-n	traumatology%1:09:00:: accident_surgery%1:09:00::
http://www.wikidata.org/entity/Q408699	triose	14713978-n	D014306				14689817-n	triose%1:27:00::
http://www.wikidata.org/entity/Q410893	tridymite	15104124-n					15079557-n	tridymite%1:27:00::
http://www.wikidata.org/entity/Q411457	trazodone	04483868-n	D014196	C0040805			04476633-n	trazodone_hydrochloride%1:06:00:: trazodone%1:06:00:: desyrel%1:06:00::
http://www.wikidata.org/entity/Q412143	triazolam	04487881-n	D014229	C0040879			04480625-n	halcion%1:06:00:: triazolam%1:06:00::
http://www.wikidata.org/entity/Q413929	glyceryl trioleate	15104223-n	D014304	C0041073			15079656-n	olein%1:27:00:: triolein%1:27:00::
http://www.wikidata.org/entity/Q419563	triazine	15103597-n	D014227				15079030-n	triazine%1:27:00::
http://www.wikidata.org/entity/Q423051	tremolite	14750120-n					14725941-n	tremolite%1:27:00::
http://www.wikidata.org/entity/Q423498	trimipramine	04490655-n	D014299				04483399-n	surmontil%1:06:00:: trimipramine%1:06:00::
http://www.wikidata.org/entity/Q470873	tripe	07678965-n					07663220-n	tripe%1:13:00::
http://www.wikidata.org/entity/Q472953	trepanning	00695529-n	D014207				00694276-n	trephination%1:04:00::
http://www.wikidata.org/entity/Q475629	Trillium	12488748-n	D031446				12468243-n	wake-robin%1:20:00:: wood_lily%1:20:02:: trillium%1:20:00::
http://www.wikidata.org/entity/Q504796	triggerfish	02655775-n					02653145-n	triggerfish%1:05:00::
http://www.wikidata.org/entity/Q536135	tricycle	04489649-n					04482393-n	velocipede%1:06:01:: tricycle%1:06:00:: trike%1:06:00::
http://www.wikidata.org/entity/Q578015	mounted police	10750194-n					10730542-n	trooper%1:18:00::
http://www.wikidata.org/entity/Q591104	Charonia	01950376-n					01947735-n	triton%1:05:02::
http://www.wikidata.org/entity/Q616601	trifle	07629089-n					07613480-n	trifle%1:13:00::
http://www.wikidata.org/entity/Q657438	Roman triumph	07543485-n					07528097-n	triumph%1:12:00::
http://www.wikidata.org/entity/Q671079	troopship	04495150-n					04487894-n	troopship%1:06:00::
http://www.wikidata.org/entity/Q683267	treadwheel	04484454-n					04477219-n	tread-wheel%1:06:00:: treadwheel%1:06:00:: treadmill%1:06:00::
http://www.wikidata.org/entity/Q730937	Trichinella spiralis	01935577-n	D017160				01932936-n	trichina%1:05:00:: trichinella_spiralis%1:05:00::
http://www.wikidata.org/entity/Q745865	trichomoniasis	14209738-n	D014245	C0040921			14186256-n	trichomoniasis%1:26:00::
http://www.wikidata.org/entity/Q752346	Birgu	00698658-a					00695209-a	victorious%5:00:00:undefeated:00 triumphant%5:00:00:undefeated:00
http://www.wikidata.org/entity/Q844903	trisomy	14528160-n	D014314	C0041107	Q97	78989007	14504558-n	trisomy%1:26:00::
http://www.wikidata.org/entity/Q844903	trisomy	14528160-n	D014314	C0041107	Q90	78989007	14504558-n	trisomy%1:26:00::
http://www.wikidata.org/entity/Q844903	trisomy	14528160-n	D014314	C0041107	Q92	78989007	14504558-n	trisomy%1:26:00::
http://www.wikidata.org/entity/Q844903	trisomy	14528160-n	D014314	C0041107	Q98	78989007	14504558-n	trisomy%1:26:00::
http://www.wikidata.org/entity/Q866196	episcopal see	04488511-n					04481255-n	tribune%1:06:00::
http://www.wikidata.org/entity/Q902180	trickster	09568884-n					09545755-n	trickster%1:18:02::
http://www.wikidata.org/entity/Q905612	trefoil	04485492-n					04478257-n	trefoil%1:06:00::
http://www.wikidata.org/entity/Q908843	tricyclic antidepressant	-04489799-	D000929					
http://www.wikidata.org/entity/Q914598	Triclinium	04488780-n					04481524-n	triclinium%1:06:00::
http://www.wikidata.org/entity/Q916073	troika	08003577-n					07987135-n	troika%1:14:00::
http://www.wikidata.org/entity/Q999560	Membracidae	02262360-n					02259708-n	treehopper%1:05:00::
http://www.wikidata.org/entity/Q1074056	triamcinolone	15103335-n	D014221	C0040864			15078768-n	triamcinolone%1:27:00:: kenalog%1:27:00:: aristocort%1:27:00:: aristopak%1:27:00::
http://www.wikidata.org/entity/Q1080137	troop	08291275-n					08274354-n	troop%1:14:00::
http://www.wikidata.org/entity/Q1134057	lèse-majesté	00783726-n					00782072-n	treason%1:04:00:: high_treason%1:04:00:: lese_majesty%1:04:00::
http://www.wikidata.org/entity/Q1258113	Lobotes	02638800-n					02636170-n	tripletail%1:05:00::
http://www.wikidata.org/entity/Q1622695	trimmer	04491035-n					04483779-n	trimmer%1:06:01:: trimming_capacitor%1:06:00::
http://www.wikidata.org/entity/Q1653094	Trichomonadida	01423166-n	D016834				01420525-n	trichomonad%1:05:00::
http://www.wikidata.org/entity/Q1796877	trephine	00061838-v					00062067-v	trephine%2:29:00::
http://www.wikidata.org/entity/Q1796877	trephine	04486761-n					04479526-n	trephine%1:06:00:: trepan%1:06:01::
http://www.wikidata.org/entity/Q1798287	trot	00288405-n					00287561-n	trot%1:04:02::
http://www.wikidata.org/entity/Q1852785	trench	04486124-n					04478889-n	trench%1:06:01::
http://www.wikidata.org/entity/Q1889778	trophoblasts	01464850-n	D014327	C0041178			01462209-n	trophoblast%1:05:00::
http://www.wikidata.org/entity/Q2072745	trichlormethiazide	04488629-n	D014237	C0040899			04481373-n	trichlormethiazide%1:06:00:: naqua%1:06:00::
http://www.wikidata.org/entity/Q2253971	Shank	02442199-n					02439568-n	trotter%1:05:01::
http://www.wikidata.org/entity/Q2258881	trout	02539716-n	D014337				02537085-n	trout%1:05:00::
http://www.wikidata.org/entity/Q2351537	human trochanter	05581782-n		C0162370			05574151-n	trochanter%1:08:00::
http://www.wikidata.org/entity/Q3539074	tricyclic compound	04489799-n					04482543-n	tricyclic_antidepressant_drug%1:06:00:: tricyclic%1:06:00:: tricyclic_antidepressant%1:06:00::
http://www.wikidata.org/entity/Q4922985	treasure trove	13392528-n					13371355-n	trove%1:21:00:: treasure_trove%1:21:00::
http://www.wikidata.org/entity/Q7836568	treadle	03909502-n					03903424-n	treadle%1:06:00:: pedal%1:06:00:: foot_pedal%1:06:00:: foot_lever%1:06:00::
http://www.wikidata.org/entity/Q7837705	treenail	04485301-n					04478066-n	trunnel%1:06:00:: treenail%1:06:00:: trenail%1:06:00::
http://www.wikidata.org/entity/Q7838852	trestle table	04487268-n					04480033-n	trestle_table%1:06:00::
http://www.wikidata.org/entity/Q7840756	Trichodesmium	01362403-n	D000072359				01359762-n	trichodesmium%1:05:00::
http://www.wikidata.org/entity/Q8016240	trial	01198357-n					01195867-n	trial%1:04:02::
http://www.wikidata.org/entity/Q10282035	tree fern	13207552-n					13186654-n	tree_fern%1:20:00::
http://www.wikidata.org/entity/Q10756188	treasury	04485060-n					04477825-n	treasury%1:06:00::
http://www.wikidata.org/entity/Q10972293	treacle	07876184-n					07860208-n	treacle%1:13:00:: golden_syrup%1:13:00::
http://www.wikidata.org/entity/Q11246694	Trespasser	10233322-n					10213652-n	intruder%1:18:00:: interloper%1:18:00:: trespasser%1:18:00::
http://www.wikidata.org/entity/Q15145597	art jewelry	02790458-n					02787435-n	gaud%1:06:00:: bauble%1:06:00:: novelty%1:06:00:: trinket%1:06:00:: gewgaw%1:06:00:: fallal%1:06:00:: bangle%1:06:00::
http://www.wikidata.org/entity/Q15707852	trivet	04493578-n					04486322-n	trivet%1:06:02::
http://www.wikidata.org/entity/Q16648939	Threes	13766184-n					13744044-n	triad%1:23:00:: three%1:23:00:: trine%1:23:00:: 3%1:23:00:: trey%1:23:00:: tierce%1:23:01:: troika%1:23:00:: terzetto%1:23:00:: threesome%1:23:00:: trinity%1:23:00:: triplet%1:23:00:: trio%1:23:00:: ternary%1:23:00:: ternion%1:23:00:: leash%1:23:00:: tercet%1:23:00:: iii%1:23:00:: deuce-ace%1:23:00::
http://www.wikidata.org/entity/Q1083	Salerno	01296143-n					01293650-n	salerno%1:04:00::
http://www.wikidata.org/entity/Q3070	San José	08754209-n					08736376-n	san_jose%1:15:00:: capital_of_costa_rica%1:15:00::
http://www.wikidata.org/entity/Q10313	Donostia-San Sebastián	09049281-n					09026911-n	san_sebastian%1:15:00::
http://www.wikidata.org/entity/Q11059	Sanskrit	06981803-n					06969129-n	sanskrit%1:10:00:: sanskritic_language%1:10:00::
http://www.wikidata.org/entity/Q11254	table salt	07829083-n	D017673				07813107-n	salt%1:13:00:: table_salt%1:13:00:: common_salt%1:13:00::
http://www.wikidata.org/entity/Q25434	saffron	07843260-n					07827284-n	saffron%1:13:00::
http://www.wikidata.org/entity/Q26626	Scolopacidae	02028713-n					02026059-n	sandpiper%1:05:00::
http://www.wikidata.org/entity/Q34679	sand	15043597-n					15019030-n	sand%1:27:00::
