item	wordnet_id	MESH	CUI
http://www.wikidata.org/entity/Q678146	00980666-n		
http://www.wikidata.org/entity/Q680343	02741454-n		
http://www.wikidata.org/entity/Q681337	03128460-n		
http://www.wikidata.org/entity/Q682164	11940230-n		
http://www.wikidata.org/entity/Q683005	03307883-n		
http://www.wikidata.org/entity/Q685941	08733909-n		
http://www.wikidata.org/entity/Q687343	14214218-n		
http://www.wikidata.org/entity/Q689880	03245386-n		
http://www.wikidata.org/entity/Q691189	03020522-n		
http://www.wikidata.org/entity/Q691942	05280244-n	D051220	C0223729
http://www.wikidata.org/entity/Q692664	02362567-n		
http://www.wikidata.org/entity/Q693340	03987822-n		
http://www.wikidata.org/entity/Q695411	09096790-n		
http://www.wikidata.org/entity/Q696497	00977160-n		
http://www.wikidata.org/entity/Q707419	05360618-n		C0226411
http://www.wikidata.org/entity/Q709209	11252040-n		
http://www.wikidata.org/entity/Q712467	13772304-n		
http://www.wikidata.org/entity/Q713102	05604197-n	D010388	C0030797
http://www.wikidata.org/entity/Q713750	08786714-n	D005860	
http://www.wikidata.org/entity/Q718151	00450877-n		
http://www.wikidata.org/entity/Q719678	09861916-n		
http://www.wikidata.org/entity/Q719797	13932767-n		
http://www.wikidata.org/entity/Q722612	13531466-n		
http://www.wikidata.org/entity/Q723451	11420226-n		
http://www.wikidata.org/entity/Q726279	09582200-n		
http://www.wikidata.org/entity/Q726282	09544292-n		
http://www.wikidata.org/entity/Q93349	11325740-n		
http://www.wikidata.org/entity/Q104116	14938926-n		
http://www.wikidata.org/entity/Q104162	15153949-n		
http://www.wikidata.org/entity/Q105434	14398410-n	D006998	C0020604
http://www.wikidata.org/entity/Q106685	11390549-n		
http://www.wikidata.org/entity/Q106837	11303507-n		
http://www.wikidata.org/entity/Q107027	01395484-n	D056908	
http://www.wikidata.org/entity/Q107288	11151971-n		
http://www.wikidata.org/entity/Q108429	00447965-n		
http://www.wikidata.org/entity/Q109053	11352683-n		
http://www.wikidata.org/entity/Q110084	05410492-n	D044967	C0229671
http://www.wikidata.org/entity/Q113681	11424867-n		
http://www.wikidata.org/entity/Q114430	11827994-n		
http://www.wikidata.org/entity/Q116191	04455132-n		
http://www.wikidata.org/entity/Q117012	11235195-n		
http://www.wikidata.org/entity/Q118537	09344433-n		
http://www.wikidata.org/entity/Q118863	08994499-n		
http://www.wikidata.org/entity/Q120463	05531280-n	D002030	C1511340
http://www.wikidata.org/entity/Q123141	01446178-n	D006054	
http://www.wikidata.org/entity/Q123190	11254282-n		
http://www.wikidata.org/entity/Q123234	10873009-n		
http://www.wikidata.org/entity/Q123280	10934925-n		
http://www.wikidata.org/entity/Q123695	10194076-n		
http://www.wikidata.org/entity/Q123829	11016872-n		
http://www.wikidata.org/entity/Q124527	11361755-n		
http://www.wikidata.org/entity/Q124754	11257540-n		
http://www.wikidata.org/entity/Q125912	09349205-n		
http://www.wikidata.org/entity/Q126148	08992962-n		
http://www.wikidata.org/entity/Q127050	00821893-n		
http://www.wikidata.org/entity/Q127502	04271471-n		
http://www.wikidata.org/entity/Q127950	14948326-n		
http://www.wikidata.org/entity/Q128393	10379458-n		
http://www.wikidata.org/entity/Q128620	06455592-n		
http://www.wikidata.org/entity/Q128751	06369920-n		
http://www.wikidata.org/entity/Q128849	08943359-n		
http://www.wikidata.org/entity/Q129187	11404154-n		
http://www.wikidata.org/entity/Q130097	07680891-n		
http://www.wikidata.org/entity/Q130243	05556983-n	D057645	C0224234
http://www.wikidata.org/entity/Q130777	11171426-n		
http://www.wikidata.org/entity/Q130818	09598726-n		
http://www.wikidata.org/entity/Q130869	01725311-n		
http://www.wikidata.org/entity/Q130890	09620972-n		
http://www.wikidata.org/entity/Q130987	08801296-n		
http://www.wikidata.org/entity/Q131044	01862828-n		
http://www.wikidata.org/entity/Q131072	06449201-n		
http://www.wikidata.org/entity/Q131227	13023821-n		
http://www.wikidata.org/entity/Q131584	11922858-n		
http://www.wikidata.org/entity/Q131668	02679792-n		
http://www.wikidata.org/entity/Q131711	03627144-n		
http://www.wikidata.org/entity/Q131774	15172810-n	D041923	
http://www.wikidata.org/entity/Q131969	01299975-n		
http://www.wikidata.org/entity/Q132461	05981874-n		
http://www.wikidata.org/entity/Q132621	05415731-n	D004837	C0014563
http://www.wikidata.org/entity/Q132708	11092663-n		
http://www.wikidata.org/entity/Q133220	04266881-n		
http://www.wikidata.org/entity/Q133846	11360406-n		
http://www.wikidata.org/entity/Q134211	00478650-n		
http://www.wikidata.org/entity/Q134461	11112282-n		
http://www.wikidata.org/entity/Q134514	08920431-n		
http://www.wikidata.org/entity/Q134705	09470258-n		
http://www.wikidata.org/entity/Q134756	09583325-n		
http://www.wikidata.org/entity/Q134883	03059522-n		
http://www.wikidata.org/entity/Q134985	15100916-n		
http://www.wikidata.org/entity/Q135389	12739755-n		
http://www.wikidata.org/entity/Q137106	10993489-n		
http://www.wikidata.org/entity/Q138391	09136673-n		
http://www.wikidata.org/entity/Q138979	14707756-n		
http://www.wikidata.org/entity/Q140565	04561206-n		
http://www.wikidata.org/entity/Q141233	12617610-n		
http://www.wikidata.org/entity/Q142259	03546094-n		
http://www.wikidata.org/entity/Q142305	09625222-n		
http://www.wikidata.org/entity/Q142811	09157700-n		
http://www.wikidata.org/entity/Q143912	04493310-n		
http://www.wikidata.org/entity/Q144040	09457565-n		
http://www.wikidata.org/entity/Q145939	11642178-n		
http://www.wikidata.org/entity/Q146186	12656985-n		
http://www.wikidata.org/entity/Q146391	11921455-n	D010207	
http://www.wikidata.org/entity/Q146439	15065060-n	D012828	
http://www.wikidata.org/entity/Q146858	08895429-n		
http://www.wikidata.org/entity/Q146893	06180981-n		
http://www.wikidata.org/entity/Q147545	13161144-n		
http://www.wikidata.org/entity/Q148062	08947856-n		
http://www.wikidata.org/entity/Q150599	10988948-n		
http://www.wikidata.org/entity/Q150630	11025776-n		
http://www.wikidata.org/entity/Q151403	10902458-n		
http://www.wikidata.org/entity/Q151900	01053145-n		
http://www.wikidata.org/entity/Q151936	10999690-n		
http://www.wikidata.org/entity/Q152081	03090225-n	D003209	
http://www.wikidata.org/entity/Q152234	14340141-n	D004487	C0013604
http://www.wikidata.org/entity/Q152487	05007974-n		
http://www.wikidata.org/entity/Q152505	10868398-n		
http://www.wikidata.org/entity/Q152513	11157918-n		
http://www.wikidata.org/entity/Q153858	01298996-n		
http://www.wikidata.org/entity/Q154504	04223575-n		
http://www.wikidata.org/entity/Q155869	01563576-n		
http://www.wikidata.org/entity/Q158218	04500044-n		
http://www.wikidata.org/entity/Q159391	04067759-n		
http://www.wikidata.org/entity/Q161071	04161626-n		
http://www.wikidata.org/entity/Q161161	04396805-n		
http://www.wikidata.org/entity/Q162875	03737605-n		
http://www.wikidata.org/entity/Q177310	11329767-n		
http://www.wikidata.org/entity/Q177692	11241485-n		
http://www.wikidata.org/entity/Q178928	15133694-n		
http://www.wikidata.org/entity/Q179122	11365012-n		
http://www.wikidata.org/entity/Q180623	14832588-n	D000109	C0001041
http://www.wikidata.org/entity/Q180762	14131521-n	D000787	C0002962
http://www.wikidata.org/entity/Q183372	11404561-n		
http://www.wikidata.org/entity/Q185789	13793544-n		
http://www.wikidata.org/entity/Q187019	11292020-n		
http://www.wikidata.org/entity/Q187765	11200019-n		
http://www.wikidata.org/entity/Q188385	11334661-n		
http://www.wikidata.org/entity/Q188645	15150049-n		
http://www.wikidata.org/entity/Q191408	11264409-n		
http://www.wikidata.org/entity/Q192278	11386400-n		
http://www.wikidata.org/entity/Q193003	14489352-n	D006849	C0020255
http://www.wikidata.org/entity/Q193047	11351799-n		
http://www.wikidata.org/entity/Q193267	11224266-n		
http://www.wikidata.org/entity/Q193387	00467948-n		
http://www.wikidata.org/entity/Q193495	06421091-n	D016467	
http://www.wikidata.org/entity/Q193802	08992669-n		
http://www.wikidata.org/entity/Q193811	03914833-n		
http://www.wikidata.org/entity/Q193879	09605297-n		
http://www.wikidata.org/entity/Q194236	08397071-n		
http://www.wikidata.org/entity/Q194279	01245809-n		
http://www.wikidata.org/entity/Q198763	04516244-n		
http://www.wikidata.org/entity/Q198815	07869536-n		
http://www.wikidata.org/entity/Q199436	09244807-n		
http://www.wikidata.org/entity/Q199655	06180608-n	D007998	
http://www.wikidata.org/entity/Q199769	03649051-n		
http://www.wikidata.org/entity/Q199959	09602888-n		
http://www.wikidata.org/entity/Q200056	01303914-n		
http://www.wikidata.org/entity/Q200199	03726538-n		
http://www.wikidata.org/entity/Q200535	13271441-n		
http://www.wikidata.org/entity/Q200740	08942950-n		
http://www.wikidata.org/entity/Q201558	14719512-n		
http://www.wikidata.org/entity/Q201933	13669116-n		
http://www.wikidata.org/entity/Q202476	05419128-n	D010281	
http://www.wikidata.org/entity/Q203403	08843763-n		
http://www.wikidata.org/entity/Q203643	11403420-n		
http://www.wikidata.org/entity/Q203850	05304274-n	D009417	
http://www.wikidata.org/entity/Q204150	09034190-n		
http://www.wikidata.org/entity/Q204747	15133464-n		
http://www.wikidata.org/entity/Q204776	02832068-n		
http://www.wikidata.org/entity/Q205422	01286937-n		
http://www.wikidata.org/entity/Q205653	08580157-n		
http://www.wikidata.org/entity/Q206287	06776392-n		
http://www.wikidata.org/entity/Q206732	02470212-n		
http://www.wikidata.org/entity/Q206976	04389967-n		
http://www.wikidata.org/entity/Q207058	01694974-n		
http://www.wikidata.org/entity/Q207137	06689161-n	D003479	
http://www.wikidata.org/entity/Q207452	03723751-n		
http://www.wikidata.org/entity/Q207819	06800864-n		
http://www.wikidata.org/entity/Q208299	09190560-n		
http://www.wikidata.org/entity/Q208718	09052837-n		
http://www.wikidata.org/entity/Q209010	09347228-n		
http://www.wikidata.org/entity/Q209599	09806831-n		
http://www.wikidata.org/entity/Q209690	10620934-n		
http://www.wikidata.org/entity/Q209726	10315140-n		
http://www.wikidata.org/entity/Q209748	06472596-n		
http://www.wikidata.org/entity/Q210372	10959467-n		
http://www.wikidata.org/entity/Q210882	02467715-n		
http://www.wikidata.org/entity/Q210975	01376467-n	D009174	
http://www.wikidata.org/entity/Q211236	09922606-n	D005197	
http://www.wikidata.org/entity/Q211731	11142569-n		
http://www.wikidata.org/entity/Q212238	10510721-n	D000071296	
http://www.wikidata.org/entity/Q212312	11382880-n		
http://www.wikidata.org/entity/Q212328	05335663-n	D012627	C0036505
http://www.wikidata.org/entity/Q212946	09251835-n		
http://www.wikidata.org/entity/Q213151	14223416-n	D007732	C0022806
http://www.wikidata.org/entity/Q213373	14114736-n	D001259	C0751837
http://www.wikidata.org/entity/Q213621	09520049-n		
http://www.wikidata.org/entity/Q213777	04400182-n		
http://www.wikidata.org/entity/Q214183	08228505-n		
http://www.wikidata.org/entity/Q214214	06680062-n		
http://www.wikidata.org/entity/Q214524	07254210-n		
http://www.wikidata.org/entity/Q214961	00100408-n		
http://www.wikidata.org/entity/Q215144	09858410-n		
http://www.wikidata.org/entity/Q215556	10964585-n		
http://www.wikidata.org/entity/Q215957	10873363-n		
http://www.wikidata.org/entity/Q216551	08804013-n		
http://www.wikidata.org/entity/Q216642	04273770-n		
http://www.wikidata.org/entity/Q218653	03156969-n		
http://www.wikidata.org/entity/Q219656	09100067-n		
http://www.wikidata.org/entity/Q219895	10993331-n		
http://www.wikidata.org/entity/Q220016	03941726-n		
http://www.wikidata.org/entity/Q220032	09312819-n		
http://www.wikidata.org/entity/Q220393	06435397-n		
http://www.wikidata.org/entity/Q221076	07360795-n		
http://www.wikidata.org/entity/Q221262	02924413-n		
http://www.wikidata.org/entity/Q222046	06086637-n	D023281	
http://www.wikidata.org/entity/Q222999	08001247-n		
http://www.wikidata.org/entity/Q223625	06552518-n		
http://www.wikidata.org/entity/Q223924	04516712-n		
http://www.wikidata.org/entity/Q227467	02756399-n		
http://www.wikidata.org/entity/Q227857	04357766-n		
http://www.wikidata.org/entity/Q228395	00848970-n		
http://www.wikidata.org/entity/Q232615	09065150-n		
http://www.wikidata.org/entity/Q233132	04510794-n		
http://www.wikidata.org/entity/Q235062	09198219-n		
http://www.wikidata.org/entity/Q235169	07873146-n		C0453222
http://www.wikidata.org/entity/Q152902	09058426-n		
http://www.wikidata.org/entity/Q153185	11013094-n		
http://www.wikidata.org/entity/Q154092	07721302-n		
http://www.wikidata.org/entity/Q154166	07892165-n		
http://www.wikidata.org/entity/Q154190	08861250-n		
http://www.wikidata.org/entity/Q154345	11057491-n		
http://www.wikidata.org/entity/Q154842	10980553-n		
http://www.wikidata.org/entity/Q155460	07687467-n		
http://www.wikidata.org/entity/Q155759	11350223-n		
http://www.wikidata.org/entity/Q155777	11424398-n		
http://www.wikidata.org/entity/Q156290	11197360-n		
http://www.wikidata.org/entity/Q156349	11271985-n		
http://www.wikidata.org/entity/Q156402	12912403-n		
http://www.wikidata.org/entity/Q156622	10916007-n		
http://www.wikidata.org/entity/Q156698	13497793-n	D005068	
http://www.wikidata.org/entity/Q156910	11392794-n		
http://www.wikidata.org/entity/Q157285	11894550-n		
http://www.wikidata.org/entity/Q157555	12903705-n		
http://www.wikidata.org/entity/Q157798	10789573-n		
http://www.wikidata.org/entity/Q157854	12200973-n		
http://www.wikidata.org/entity/Q158301	12773767-n		
http://www.wikidata.org/entity/Q158950	10380446-n		
http://www.wikidata.org/entity/Q159232	09089615-n		
http://www.wikidata.org/entity/Q159544	11854990-n	D031248	
http://www.wikidata.org/entity/Q160092	12678055-n		
http://www.wikidata.org/entity/Q160213	09553999-n		
http://www.wikidata.org/entity/Q160284	09072545-n		
http://www.wikidata.org/entity/Q160925	12708718-n		
http://www.wikidata.org/entity/Q161061	12405946-n		
http://www.wikidata.org/entity/Q161075	12627199-n	D034822	
http://www.wikidata.org/entity/Q161166	12775985-n		
http://www.wikidata.org/entity/Q161174	12800197-n		
http://www.wikidata.org/entity/Q161248	12833949-n		
http://www.wikidata.org/entity/Q161489	12225063-n	D032381	
http://www.wikidata.org/entity/Q162171	12716736-n	D031586	
http://www.wikidata.org/entity/Q162272	14200905-n	D006482	C0282687
http://www.wikidata.org/entity/Q162272	14200905-n	D006482	C0019104
http://www.wikidata.org/entity/Q162593	11248681-n		
http://www.wikidata.org/entity/Q162797	09523757-n		
http://www.wikidata.org/entity/Q162820	11359356-n		
http://www.wikidata.org/entity/Q162900	11411229-n		
http://www.wikidata.org/entity/Q163527	12138212-n		
http://www.wikidata.org/entity/Q163795	08958251-n		
http://www.wikidata.org/entity/Q163987	05340117-n	D013950	C0040113
http://www.wikidata.org/entity/Q164192	11879493-n		
http://www.wikidata.org/entity/Q164243	12132144-n		
http://www.wikidata.org/entity/Q164401	11224845-n		
http://www.wikidata.org/entity/Q165227	12931839-n		
http://www.wikidata.org/entity/Q165320	09672849-n		
http://www.wikidata.org/entity/Q165321	12670078-n		
http://www.wikidata.org/entity/Q165328	14233836-n	D010024	C0029456
http://www.wikidata.org/entity/Q165328	14233836-n	D010024	C0029458
http://www.wikidata.org/entity/Q165436	06912086-n		
http://www.wikidata.org/entity/Q166131	08765570-n		
http://www.wikidata.org/entity/Q166304	09131358-n		
http://www.wikidata.org/entity/Q166409	14913422-n		
http://www.wikidata.org/entity/Q166635	10851681-n		
http://www.wikidata.org/entity/Q166764	06856067-n		
http://www.wikidata.org/entity/Q166919	08807822-n		
http://www.wikidata.org/entity/Q167685	09586748-n		
http://www.wikidata.org/entity/Q167918	10162692-n	D000066502	
http://www.wikidata.org/entity/Q168277	09322633-n		
http://www.wikidata.org/entity/Q169040	09535827-n		
http://www.wikidata.org/entity/Q169342	05434566-n	D012160	C0035298
http://www.wikidata.org/entity/Q169523	09322303-n		
http://www.wikidata.org/entity/Q169943	09088726-n		
http://www.wikidata.org/entity/Q170063	02901868-n		
http://www.wikidata.org/entity/Q170382	04093385-n		
http://www.wikidata.org/entity/Q170384	07040577-n		
http://www.wikidata.org/entity/Q170774	07303524-n		
http://www.wikidata.org/entity/Q172226	04235116-n		
http://www.wikidata.org/entity/Q173113	06075369-n		
http://www.wikidata.org/entity/Q174295	03917777-n		
http://www.wikidata.org/entity/Q175334	02800454-n		
http://www.wikidata.org/entity/Q176609	08513808-n		
http://www.wikidata.org/entity/Q178024	07876964-n		
http://www.wikidata.org/entity/Q178390	06450418-n		
http://www.wikidata.org/entity/Q178565	06583815-n		
http://www.wikidata.org/entity/Q178600	07648755-n		
http://www.wikidata.org/entity/Q179246	03614448-n		
http://www.wikidata.org/entity/Q179348	02784361-n		
http://www.wikidata.org/entity/Q180481	02703861-n	D000552	
http://www.wikidata.org/entity/Q181040	06875612-n		
http://www.wikidata.org/entity/Q181100	05518712-n	D014551	
http://www.wikidata.org/entity/Q182180	00838954-n	D015000	
http://www.wikidata.org/entity/Q182731	03150885-n		
http://www.wikidata.org/entity/Q182767	07214950-n		
http://www.wikidata.org/entity/Q183621	04620912-n		
http://www.wikidata.org/entity/Q184186	00758836-n		
http://www.wikidata.org/entity/Q184528	07175403-n		
http://www.wikidata.org/entity/Q184949	03527166-n		
http://www.wikidata.org/entity/Q185091	04082075-n		
http://www.wikidata.org/entity/Q186263	03212662-n		
http://www.wikidata.org/entity/Q186347	02964471-n		
http://www.wikidata.org/entity/Q186385	07815555-n		
http://www.wikidata.org/entity/Q188391	06084057-n		
http://www.wikidata.org/entity/Q189049	06211402-n		
http://www.wikidata.org/entity/Q189218	05315272-n	D008963	
http://www.wikidata.org/entity/Q189737	03618174-n		
http://www.wikidata.org/entity/Q189862	03336022-n		
http://www.wikidata.org/entity/Q1375049	07941469-n		
http://www.wikidata.org/entity/Q1375683	14524492-n		
http://www.wikidata.org/entity/Q1376924	11170461-n		
http://www.wikidata.org/entity/Q1378891	06052436-n		
http://www.wikidata.org/entity/Q1390604	11230281-n		
http://www.wikidata.org/entity/Q1398332	11265580-n		
http://www.wikidata.org/entity/Q1404150	09281931-n		
http://www.wikidata.org/entity/Q1404472	15284941-n		
http://www.wikidata.org/entity/Q1410980	03590720-n		
http://www.wikidata.org/entity/Q1414487	00858188-n		
http://www.wikidata.org/entity/Q1417640	02386564-n		
http://www.wikidata.org/entity/Q1418478	06545030-n		
http://www.wikidata.org/entity/Q1419824	07627746-n		
http://www.wikidata.org/entity/Q1424112	06779603-n		
http://www.wikidata.org/entity/Q1424605	10740102-n		
http://www.wikidata.org/entity/Q1424805	13327892-n		
http://www.wikidata.org/entity/Q1425513	05336056-n	D008537	C0025181
http://www.wikidata.org/entity/Q1425560	03871095-n		
http://www.wikidata.org/entity/Q1434215	03986384-n		
http://www.wikidata.org/entity/Q1463528	04291710-n		
http://www.wikidata.org/entity/Q1473046	09917366-n		
http://www.wikidata.org/entity/Q1474375	04275528-n		
http://www.wikidata.org/entity/Q1474493	04051199-n		
http://www.wikidata.org/entity/Q1475267	14306925-n		
http://www.wikidata.org/entity/Q1484708	03781700-n		
http://www.wikidata.org/entity/Q1493752	03170282-n		
http://www.wikidata.org/entity/Q1495535	03431195-n		
http://www.wikidata.org/entity/Q1497364	02918337-n		
http://www.wikidata.org/entity/Q1499241	12302305-n		
http://www.wikidata.org/entity/Q1500793	05489649-n	D020540	
http://www.wikidata.org/entity/Q1502246	10146245-n		
http://www.wikidata.org/entity/Q1504300	07639185-n		
http://www.wikidata.org/entity/Q1510231	12303450-n		
http://www.wikidata.org/entity/Q1513599	07914720-n		
http://www.wikidata.org/entity/Q1516252	06429901-n		
http://www.wikidata.org/entity/Q1520733	00509811-n		
http://www.wikidata.org/entity/Q1531435	04599402-n		
http://www.wikidata.org/entity/Q1534976	07375557-n		
http://www.wikidata.org/entity/Q1543646	07932040-n		
http://www.wikidata.org/entity/Q1543653	06646403-n		
http://www.wikidata.org/entity/Q1543753	10072052-n		
http://www.wikidata.org/entity/Q1546995	07058022-n		
http://www.wikidata.org/entity/Q1547484	00539913-n		
http://www.wikidata.org/entity/Q1550511	13634420-n		
http://www.wikidata.org/entity/Q1551574	03547103-n		
http://www.wikidata.org/entity/Q1552748	05402050-n	D011664	C0034086
http://www.wikidata.org/entity/Q1554036	03859444-n		
http://www.wikidata.org/entity/Q1567954	07627882-n		
http://www.wikidata.org/entity/Q1569384	07913840-n		
http://www.wikidata.org/entity/Q1571667	04486929-n		
http://www.wikidata.org/entity/Q1583962	03497188-n		
http://www.wikidata.org/entity/Q1584134	03797581-n		
http://www.wikidata.org/entity/Q1599857	14271551-n		C0085666
http://www.wikidata.org/entity/Q1606645	09578782-n		
http://www.wikidata.org/entity/Q1615649	09533659-n		
http://www.wikidata.org/entity/Q1621273	09409315-n		
http://www.wikidata.org/entity/Q1630622	03246038-n		
http://www.wikidata.org/entity/Q1631120	10207609-n		
http://www.wikidata.org/entity/Q1637005	06623132-n		
http://www.wikidata.org/entity/Q1638918	10402179-n		
http://www.wikidata.org/entity/Q1639798	10222473-n		
http://www.wikidata.org/entity/Q1640079	08999283-n		
http://www.wikidata.org/entity/Q1640606	05664648-n	D015349	
http://www.wikidata.org/entity/Q1640627	05529585-n	D006924	C0020412
http://www.wikidata.org/entity/Q1650336	06208443-n		
http://www.wikidata.org/entity/Q1650727	06429789-n		
http://www.wikidata.org/entity/Q1673434	11413119-n		
http://www.wikidata.org/entity/Q1707432	00449943-n		
http://www.wikidata.org/entity/Q1709804	03607775-n		
http://www.wikidata.org/entity/Q1723904	09678248-n		
http://www.wikidata.org/entity/Q1751810	14282111-n	D001167	C0003860
http://www.wikidata.org/entity/Q1753026	09543887-n		
http://www.wikidata.org/entity/Q1757948	07469617-n		
http://www.wikidata.org/entity/Q1770743	06559312-n		
http://www.wikidata.org/entity/Q1770846	11010208-n		
http://www.wikidata.org/entity/Q1771040	04346140-n		
http://www.wikidata.org/entity/Q1773152	01241629-n		
http://www.wikidata.org/entity/Q1774982	11295942-n		
http://www.wikidata.org/entity/Q1778449	00948097-n		
http://www.wikidata.org/entity/Q1815494	07921714-n		
http://www.wikidata.org/entity/Q1818700	09365047-n		
http://www.wikidata.org/entity/Q1852228	10684629-n		
http://www.wikidata.org/entity/Q1858291	14359574-n	D019584	C0600142
http://www.wikidata.org/entity/Q1863438	10934410-n		
http://www.wikidata.org/entity/Q1897098	04182635-n		
http://www.wikidata.org/entity/Q1897112	10627340-n		
http://www.wikidata.org/entity/Q1929784	03989253-n		
http://www.wikidata.org/entity/Q1934178	09397997-n		C0682706
http://www.wikidata.org/entity/Q1940269	01787875-n		
http://www.wikidata.org/entity/Q1964323	04584425-n		
http://www.wikidata.org/entity/Q1967135	13466469-n	D002498	
http://www.wikidata.org/entity/Q1971570	03360771-n		
http://www.wikidata.org/entity/Q1971849	08300975-n		
http://www.wikidata.org/entity/Q1975444	09789226-n		
http://www.wikidata.org/entity/Q1975513	00468604-n		
http://www.wikidata.org/entity/Q1976531	09312502-n		
http://www.wikidata.org/entity/Q1986893	10372030-n		
http://www.wikidata.org/entity/Q1993581	07954026-n		
http://www.wikidata.org/entity/Q1994297	06700804-n		
http://www.wikidata.org/entity/Q2009060	07917416-n		
http://www.wikidata.org/entity/Q730877	14489706-n	D006869	C0020295
http://www.wikidata.org/entity/Q734898	04258670-n		
http://www.wikidata.org/entity/Q736132	07980108-n		
http://www.wikidata.org/entity/Q739895	00490944-n		
http://www.wikidata.org/entity/Q740207	04755894-n		
http://www.wikidata.org/entity/Q740445	09360159-n		
http://www.wikidata.org/entity/Q740764	07643087-n		
http://www.wikidata.org/entity/Q742385	07620196-n		
http://www.wikidata.org/entity/Q743376	07051130-n		
http://www.wikidata.org/entity/Q744227	12676366-n		
http://www.wikidata.org/entity/Q744553	08843315-n		
http://www.wikidata.org/entity/Q744718	15152681-n		
http://www.wikidata.org/entity/Q745315	09517740-n		
http://www.wikidata.org/entity/Q745751	02122441-n		
http://www.wikidata.org/entity/Q746165	04200595-n		
http://www.wikidata.org/entity/Q749387	10418718-n		
http://www.wikidata.org/entity/Q749520	05501410-n	D005625	C0016733
http://www.wikidata.org/entity/Q749593	07893651-n		
http://www.wikidata.org/entity/Q752549	01566090-n		
http://www.wikidata.org/entity/Q753486	04160497-n		
http://www.wikidata.org/entity/Q755559	09117503-n		
http://www.wikidata.org/entity/Q760330	03314301-n		
http://www.wikidata.org/entity/Q761838	11331006-n		
http://www.wikidata.org/entity/Q762583	14363177-n		C0333355
http://www.wikidata.org/entity/Q762713	14292821-n	D006937	C0020443
http://www.wikidata.org/entity/Q762713	14292821-n	D006937	C0595929
http://www.wikidata.org/entity/Q764918	10737998-n		
http://www.wikidata.org/entity/Q765778	10402524-n		
http://www.wikidata.org/entity/Q767128	09192085-n		
http://www.wikidata.org/entity/Q768186	04291873-n	D019876	
http://www.wikidata.org/entity/Q770571	09163612-n		
http://www.wikidata.org/entity/Q775874	04386043-n		
http://www.wikidata.org/entity/Q775927	14149894-n		C0546826
http://www.wikidata.org/entity/Q779839	07925163-n		
http://www.wikidata.org/entity/Q786820	08083599-n		
http://www.wikidata.org/entity/Q791187	02802230-n		
http://www.wikidata.org/entity/Q803889	02779012-n		
http://www.wikidata.org/entity/Q805130	06390050-n		
http://www.wikidata.org/entity/Q808967	09860351-n		
http://www.wikidata.org/entity/Q812589	09135860-n		
http://www.wikidata.org/entity/Q813745	09178463-n		
http://www.wikidata.org/entity/Q813858	09558112-n		
http://www.wikidata.org/entity/Q828748	00885989-n	D004496	
http://www.wikidata.org/entity/Q830457	14547800-n		
http://www.wikidata.org/entity/Q831515	03673814-n		
http://www.wikidata.org/entity/Q831685	11012929-n		
http://www.wikidata.org/entity/Q833860	10601959-n		
http://www.wikidata.org/entity/Q838364	00981079-n		
http://www.wikidata.org/entity/Q838607	02051007-n		
http://www.wikidata.org/entity/Q840133	09144125-n		
http://www.wikidata.org/entity/Q840660	14658034-n		
http://www.wikidata.org/entity/Q840665	01046116-n		
http://www.wikidata.org/entity/Q842284	00450039-n		
http://www.wikidata.org/entity/Q845436	08615283-n		
http://www.wikidata.org/entity/Q845929	10215212-n		
http://www.wikidata.org/entity/Q846750	10242847-n		
http://www.wikidata.org/entity/Q847109	03240796-n		
http://www.wikidata.org/entity/Q847462	02915411-n		
http://www.wikidata.org/entity/Q847824	04086067-n		
http://www.wikidata.org/entity/Q848074	12391719-n		
http://www.wikidata.org/entity/Q850227	09586171-n		
http://www.wikidata.org/entity/Q850298	03536461-n		
http://www.wikidata.org/entity/Q850794	03190883-n		
http://www.wikidata.org/entity/Q852190	04613609-n		
http://www.wikidata.org/entity/Q852576	07633317-n		
http://www.wikidata.org/entity/Q854353	14368402-n	D004751	
http://www.wikidata.org/entity/Q856330	03130003-n		
http://www.wikidata.org/entity/Q856638	06500162-n	D002381	
http://www.wikidata.org/entity/Q857319	01537074-n		
http://www.wikidata.org/entity/Q858236	02898416-n		
http://www.wikidata.org/entity/Q858847	08581164-n	D015206	
http://www.wikidata.org/entity/Q859281	04550444-n		
http://www.wikidata.org/entity/Q860395	14231658-n	D010018	C0029442
http://www.wikidata.org/entity/Q860985	07685999-n		
http://www.wikidata.org/entity/Q863284	10083442-n		
http://www.wikidata.org/entity/Q863333	08506900-n		
http://www.wikidata.org/entity/Q864014	06823549-n		
http://www.wikidata.org/entity/Q864114	03168639-n		
http://www.wikidata.org/entity/Q865788	05740031-n		
http://www.wikidata.org/entity/Q866080	08620553-n		
http://www.wikidata.org/entity/Q867226	04446439-n		
http://www.wikidata.org/entity/Q868393	00061637-n		
http://www.wikidata.org/entity/Q876892	07732495-n		
http://www.wikidata.org/entity/Q878077	09331649-n		
http://www.wikidata.org/entity/Q878985	03783494-n		
http://www.wikidata.org/entity/Q882603	07227739-n		
http://www.wikidata.org/entity/Q882739	09247100-n		
http://www.wikidata.org/entity/Q885412	13995249-n		
http://www.wikidata.org/entity/Q886568	13305207-n		
http://www.wikidata.org/entity/Q886705	07585706-n		
http://www.wikidata.org/entity/Q887540	00059157-n		
http://www.wikidata.org/entity/Q896176	12426660-n		
